District ID,District Name,Superintendent,School ID,School Name,Principal,Grades Offered,School Type,County,Total Enrollment,Pct Mobile Students 2015-16,Enrollment K-3,Enrollment 4-5,Enrollment 6-8,Pct of Students Attending Regularly,School Self-Contained Class Size,Oregon Self-Contained Class Size,School Departmentalized Class Size,Oregon Departmentalized Class Size,School ELA Class Size,Oregon ELA Class Size,School Math Class Size,Oregon Math Class Size,School Science Class Size,Oregon Science Class Size,School Social Studies Class Size,Oregon Social Studies Class Size,Pct Ever English Learners,Pct Economically Disadvantaged,Pct Students with Disabilities,Pct Asian,Pct Black,Pct Hispanic,Pct Native American,Pct Multi-racial,Pct Pacific Islander,Pct White,Number of Languages Spoken,School Rating,Percent with All Required Vaccinations,Percent without All Required Vaccinations,ESEA Designation,Rating Compared to Similar Schools,ELA Pct Met 2014-15,ELA Pct Met 2015-16,State ELA Pct Met,Like Schools ELA Pct Met,Math Pct Met 2014-15,Math Pct Met 2015-16,State Math Pct Met,Like Schools Math Pct Met,Science Pct Met 2012-13,Science Pct Met 2013-14,Science Pct Met 2014-15,Science Pct Met 2015-16,State Science Pct Met,Like Schools Science Pct Met,Freshmen On Track 2015-16,State Freshman On Track,Like Schools Freshman On Track,Freshmen On Track 2013-14,Freshmen On Track 2014-15,Four Year Graduation Rate 2011-12,Four Year Graduation Rate 2012-13,Four Year Graduation Rate 2013-14,Four Year Graduation Rate 2014-15,State Four Year Graduation Rate,Like Schools Four Year Graduation Rate,Five Year Completion Rate 2011-12,Five Year Completion Rate 2012-13,Five Year Completion Rate 2013-14,Five Year Completion Rate 2014-15,State Five Year Completion Rate,Like Schools Five Year Completion Rate,Dropout Rate 2011-12,Dropout Rate 2012-13,Dropout Rate 2013-14,Dropout Rate 2014-15,State Dropout Rate,Like Schools Dropout Rate,Continuing Education Rate 2010-11,Continuing Education Rate 2011-12,Continuing Education Rate 2012-13,Continuing Education Rate 2013-14,State Continuing Education Rate,Like Schools Continuing Education Rate
2063,Adel SD 21,Mary Woodworth,498,Adel Elementary School,Bob Nash,Grade(s) 4-8,E,Lake,9,0.00%,--,6,3,88.90%,9,25,--,--,,,,,,,,,*,*,*,0,0,0,11%,0,0,89%,1,Not Rated,*,*,,Not Rated,42.9,66.7,55.8,--,28.6,33.3,42.9,--,*,*,*,*,65.2,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,Adrian SD 61,Gene Mills,707,Adrian Elementary School,William Ellsworth,Grade(s) K-8,E,Malheur,206,12.40%,86,48,72,92.30%,22,25,23,25,,,,,,,,,17%,66%,17%,0,0,27%,1%,2%,0,70%,2,Not Rated,100,0,,Not Rated,63.5,73.7,54.5,53.8,63.5,60.5,43.9,45.5,>95,93.5,>95,85,65.2,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,Adrian SD 61,Gene Mills,708,Adrian High School,Kevin Purnell,Grade(s) 9-12,H,Malheur,77,12.00%,,,,81.30%,--,--,,,18,24,12.5,24,15.5,26,19,27,25%,49%,16%,3%,0,23%,0,5%,0,69%,3,Not Rated,100,0,,Not Rated,81.8,90.9,70,76.8,25,36.4,34.2,33.7,57.1,77.8,83.3,>95,60,66.1,>95,83.5,84.4,>95,>95,95.5,78.3,84.6,100,73.8,81,100,100,95.7,91.7,81.6,86.9,0,3,0,0,4.3,3.1,61.1,52.4,50,36.4,59.4,56.7
1899,Alsea SD 7J,Marc Thielman,16,Alsea Elementary School,Marc Thielman,Grade(s) K-6,E,Benton,65,12.70%,42,18,5,87.10%,12,25,--,--,,,,,,,,,*,60%,25%,0,0,5%,0,2%,0,94%,1,Not Rated,94,6,,Not Rated,25,16.7,52.8,55.8,26.3,22.2,43.7,48.1,75,42.9,*,*,66.5,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,Alsea SD 7J,Marc Thielman,17,Alsea High School,Marc Thielman,Grade(s) 7-12,H,Benton,80,16.90%,,,,65.40%,12.5,25,,,12,24,10,24,11,26,10,27,*,53%,15%,1%,0,9%,1%,3%,0,86%,1,Not Rated,94,6,,Not Rated,50,47.1,61.7,58.2,33.3,11.8,41.2,31.9,37.5,82.4,61.1,41.7,62.1,60.9,92.3,83.5,87.6,>95,<5,81.3,77.8,82.4,53.3,73.8,81.5,84.6,93.8,88.9,77.8,81.6,92.1,11.6,0,2.3,4,4.3,2.3,36.4,53.8,62.5,14.3,59.4,47.1
2252,Amity SD 4J,Jeff Clark,1208,Amity Elementary School,Danielle Ludwick,Grade(s) K-5,E,Yamhill,338,13.60%,226,112,--,88.80%,20.5,25,--,--,,,,,,,,,9%,52%,12%,1%,1%,16%,1%,4%,0,78%,4,Not Rated,97,3,,Not Rated,37.6,46.3,52.4,55.9,28.2,37.2,44.9,48,43.8,56.9,60.4,59.6,66.5,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,Amity SD 4J,Jeff Clark,1210,Amity High School,Chris Daniels,Grade(s) 9-12,H,Yamhill,282,14.00%,,,,74.60%,--,--,,,21,24,18,24,17.5,26,22,27,6%,30%,14%,0,1%,11%,1%,6%,0,81%,5,Not Rated,96,4,,Not Rated,62.2,68.9,70,78.5,26.3,15.4,34.2,35.6,63.8,57.1,82.4,62.5,60,64.2,84.6,83.5,86.5,78.1,80.6,76.3,78.5,89.3,76.1,73.8,84.5,90.9,88.2,89.1,92.9,81.6,87.6,0,4.2,2.1,6.2,4.3,2.1,61.7,53,58.2,66,59.4,54.7
2252,Amity SD 4J,Jeff Clark,1209,Amity Middle School,David Lund,Grade(s) 6-8,M,Yamhill,184,9.70%,,,,75.00%,20,25,,,20,24,17.5,24,21.5,26,21,27,10%,47%,15%,1%,0,16%,2%,4%,1%,77%,3,Not Rated,97,3,,Not Rated,46.2,49.7,56.7,54.9,28,35.8,42.8,38.3,63.6,76.5,58.6,63.2,63.8,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,Amity SD 4J,Jeff Clark,4505,Eola Hills Charter School,Nicole Wollenweber,Grade(s) K-12,H,Yamhill,47,45.50%,,,,52.60%,6,25,,,12,24,11,24,12,26,14,27,*,*,30%,0,2%,21%,6%,11%,0,60%,2,Not Rated,95,5,,Not Rated,12.5,15,56.5,50.7,12.5,<5,42.7,26.7,45.5,60,22.2,37.5,63.7,49.7,83.3,83.5,73.2,*,*,85.7,50,50,62.5,73.8,60.2,33.3,100,57.1,66.7,81.6,71.1,7.7,5,11.1,10,4.3,8.8,0,33.3,0,0,59.4,34.7
2111,Annex SD 29,Steve Bishop,705,Annex Charter School,Steve Bishop,Grade(s) K-8,E,Malheur,73,11.30%,36,18,19,86.10%,18.5,25,--,--,,,,,,,,,26%,***,11%,3%,1%,34%,0,5%,0,56%,2,Not Rated,89,11,,Not Rated,36.1,26.1,54.5,49.4,33.3,26.7,43.9,40.5,42.9,38.5,50,68.8,65.2,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Arlington SD 3,Kevin Hunking,323,Arlington Community Charter School,Kevin Hunking,Grade(s) K-12,H,Gilliam,157,22.70%,,,,67.80%,12,25,,,12,24,10,24,11,26,11,27,*,57%,14%,0,0,11%,2%,4%,0,82%,2,Not Rated,98,2,,Not Rated,57.7,65.3,56.5,51,42,44,42.7,27.9,34.4,85.7,94.1,48.7,63.7,58.2,91.7,83.5,77,>95,80,62.5,71.4,91.7,64.3,73.8,76.4,88.9,85.7,100,84.6,81.6,88.8,0,7.3,0,2.4,4.3,3,46.7,50,42.9,45.5,59.4,44.9
2115,Arock SD 81,Vicki McConnell,711,W W Jones Elementary School,Vicki McConnell,Grade(s) K-8,E,Malheur,12,0.00%,8,--,4,>95%,6,25,--,--,,,,,,,,,*,*,*,0,0,17%,0,0,0,83%,2,Not Rated,100,0,,Not Rated,*,*,54.5,--,*,*,43.9,--,*,*,*,*,65.2,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,Ashland SD 5,Suzanne  Cusick,381,Ashland High School,Erika Bare,Grade(s) 9-12,H,Jackson,1009,12.00%,,,,73.40%,--,--,,,23.5,24,21,24,26,26,26,27,<5%,29%,13%,3%,2%,8%,1%,8%,<1%,79%,13,Not Rated,76,24,,Not Rated,84.3,86.6,70,77.8,52.1,54,34.2,46.6,77.2,74.5,62.4,63.5,60,69.6,88.6,83.5,90.3,93.6,93.4,86.1,83,86.3,89.1,73.8,87.4,95.8,95,94.5,92.6,81.6,92.6,2,1.8,1.7,1.7,4.3,1.1,68.8,71.5,55.3,60.6,59.4,66.9
2041,Ashland SD 5,Suzanne  Cusick,380,Ashland Middle School,Steve Retzlaff,Grade(s) 6-8,M,Jackson,557,12.20%,,,,80.90%,9,25,,,24,24,25,24,25,26,23,27,<5%,39%,12%,2%,2%,8%,<1%,7%,<1%,80%,7,Not Rated,78,22,,Not Rated,76.8,73.3,56.7,63,62,65.5,42.8,50.6,81.5,86.2,83.8,80.9,63.8,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,Ashland SD 5,Suzanne  Cusick,375,Bellview Elementary School,Christine McCollom,Grade(s) K-5,E,Jackson,301,10.70%,190,111,--,86.60%,23,25,25,25,,,,,,,,,*,42%,18%,1%,1%,7%,1%,5%,<1%,84%,5,Not Rated,84,16,,Not Rated,74.8,74.5,52.4,62.7,67.3,62.1,44.9,52.7,78.1,>95,87.3,80,66.5,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,Ashland SD 5,Suzanne  Cusick,377,Helman Elementary School,Michelle Cuddeback,Grade(s) K-5,E,Jackson,309,8.40%,205,104,--,93.10%,24,25,24,25,,,,,,,,,*,37%,10%,1%,<1%,6%,1%,10%,0,82%,5,Not Rated,75,25,,Not Rated,71.1,72,52.4,68.3,61,59.5,44.9,62.4,90.5,91.3,82.2,89.8,66.5,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,Ashland SD 5,Suzanne  Cusick,4476,John Muir Elementary School,Deirdre Pearson,Grade(s) K-8,E,Jackson,122,7.90%,46,43,33,82.60%,28.5,25,11.5,25,,,,,,,,,*,52%,13%,2%,3%,9%,0,12%,0,74%,5,Not Rated,50,50,,Not Rated,83.6,78.6,54.5,52.7,78.7,64.2,43.9,47.8,>95,95,85.7,78.6,65.2,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,Ashland SD 5,Suzanne  Cusick,379,Walker Elementary School,Tiffany Burns,Grade(s) K-5,E,Jackson,322,15.60%,225,97,--,90.20%,21,25,21,25,,,,,,,,,7%,53%,13%,2%,3%,13%,1%,11%,1%,70%,6,Not Rated,76,24,,Not Rated,64.9,62.1,52.4,49.9,61.2,59.2,44.9,42.1,67.4,72.5,77.8,81.1,66.5,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,Ashwood SD 8,Melanie Friend,427,Ashwood Elementary School,Melanie Friend,Grade(s) K-6,E,Jefferson,3,25.00%,3,--,--,*,3,25,--,--,,,,,,,,,*,*,*,0,0,0,0,0,0,100%,1,Not Rated,*,*,,Not Rated,*,*,52.8,--,*,*,43.7,--,*,*,*,*,66.5,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Astoria SD 1,Craig Hoppes,143,Astor Elementary School,Kate Gohr,Grade(s) K-2,E,Clatsop,388,18.30%,388,--,--,84.00%,21,25,21.5,25,,,,,,,,,11%,***,18%,1%,<1%,18%,1%,3%,1%,76%,2,Not Rated,94,6,,Not Rated,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Astoria SD 1,Craig Hoppes,144,Astoria Middle School,Linda Berger,Grade(s) 6-8,M,Clatsop,445,12.60%,,,,86.60%,2,25,,,28,24,22,24,28.5,26,29,27,10%,52%,18%,2%,<1%,17%,<1%,4%,1%,76%,4,Not Rated,91,9,,Not Rated,64.3,56,56.7,58.2,44.9,40.1,42.8,42.4,67.1,71.5,66.9,61.9,63.8,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Astoria SD 1,Craig Hoppes,146,Astoria Senior High School,Lynn Jackson,Grade(s) 9-12,H,Clatsop,562,17.00%,,,,75.50%,--,--,,,25,24,24,24,20.5,26,28,27,8%,37%,12%,3%,<1%,14%,1%,5%,1%,76%,11,Not Rated,97,3,,Not Rated,79.6,72.6,70,75.5,10.3,30,34.2,34.1,52.7,38.2,34.3,51,60,64.5,76.9,83.5,82.5,79.5,79.5,59.9,70.1,67.7,75,73.8,79.7,69.7,68.3,76.5,75.6,81.6,86.9,4.1,3.5,5,4.5,4.3,2.4,61.3,62.9,69.4,59.5,59.4,52.8
1933,Astoria SD 1,Craig Hoppes,147,Lewis & Clark Elementary School,Brian Ploghoft,Grade(s) 3-5,E,Clatsop,429,13.30%,160,269,--,86.60%,25,25,25.5,25,,,,,,,,,9%,***,14%,1%,1%,18%,1%,3%,1%,76%,5,Not Rated,92,8,,Not Rated,49.5,52.2,52.4,50.9,42.8,43.1,44.9,41,56.8,79.2,57.4,72.1,66.5,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,Athena-Weston SD 29RJ,Laure  Quaresma,1053,Athena Elementary School,James Reger,Grade(s) K-3,E,Umatilla,171,20.50%,171,--,--,86.50%,21.5,25,--,--,,,,,,,,,*,61%,8%,1%,0,8%,11%,6%,0,75%,1,Not Rated,95,5,,Not Rated,45.5,40.5,48.5,--,45.5,42.9,48.7,--,*,*,*,*,*,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,Athena-Weston SD 29RJ,Laure  Quaresma,1055,Weston Middle School,Ann Vescio,Grade(s) 4-8,M,Umatilla,218,18.50%,,,,84.20%,22,25,,,21.5,24,12.5,24,21.5,26,21.5,27,*,64%,22%,<1%,1%,10%,9%,8%,0,71%,2,Not Rated,98,2,,Not Rated,53.4,55.1,55.8,52.5,31.4,28.9,42.9,37.4,73.4,69.6,64.6,65.8,65.2,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,Athena-Weston SD 29RJ,Laure  Quaresma,1056,Weston-McEwen High School,Rollie Marshall,Grade(s) 9-12,H,Umatilla,190,10.00%,,,,70.30%,--,--,,,21,24,15,24,23,26,21,27,*,41%,13%,1%,1%,5%,9%,1%,0,83%,2,Not Rated,99,1,,Not Rated,90.9,89.1,70,78.5,40.9,34,34.2,34.6,47.2,58.7,55.8,71.1,60,66.5,84.4,83.5,85.8,81.8,79.5,75.7,84.2,87.8,93.5,73.8,81.3,86.4,88.2,94.7,90.2,81.6,85,0.6,2.9,1.7,1,4.3,2.8,67.6,73.3,62.9,70.3,59.4,55.5
1894,Baker SD 5J,Mark Witty,4759,Baker Early College,Daniel Huld,Grade(s) 9-12,H,Baker,204,18.70%,,,,*,--,--,,,--,--,--,--,--,--,--,--,6%,14%,*,3%,1%,4%,0,2%,0,90%,7,Not Rated,NA,NA,,Not Rated,>95,>95,70,77.3,73.6,61,34.2,36.5,80,67.3,64.6,70.9,60,67.9,*,83.5,85.5,*,*,66.7,70.3,86.7,87.1,73.8,82,80,86.4,83.8,96.3,81.6,87.5,0,5.1,1.5,2.4,4.3,2.5,100,64.3,73.1,69.2,59.4,56.8
1894,Baker SD 5J,Mark Witty,8,Baker High School,Greg Mitchell,Grade(s) 9-12,H,Baker,466,13.10%,,,,78.10%,--,--,,,21,24,15,24,21,26,20.5,27,<5%,36%,13%,1%,<1%,6%,2%,5%,0,86%,3,Not Rated,97,3,,Not Rated,81,80.6,70,81.2,45,30.7,34.2,44.1,75.3,72.1,82.8,75.8,60,67.2,86,83.5,85.3,85.6,87.7,77.8,79.9,83.3,85.3,73.8,85.9,79.1,89.7,87.9,87.5,81.6,91,0.9,2.8,4.7,1.8,4.3,2,53.7,58.8,51.4,57.5,59.4,62.7
1894,Baker SD 5J,Mark Witty,1,Baker Middle School,Chris Carmiencke,Grade(s) 7-8,M,Baker,241,11.60%,,,,85.80%,--,--,,,25,24,19,24,27,26,27.5,27,<5%,53%,19%,1%,0,13%,<1%,6%,0,80%,3,Not Rated,97,3,,Not Rated,52.6,50.9,58,59.7,37.1,37,44.3,46.9,75.4,69.9,71.3,75.4,63.8,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Baker SD 5J,Mark Witty,4728,Baker Web Academy,Roland Hobson,Grade(s) K-12,H,Baker,775,39.70%,,,,>95%,--,--,,,--,--,--,--,--,--,--,--,6%,21%,9%,3%,2%,8%,1%,3%,<1%,83%,11,Not Rated,72,28,,Not Rated,55.4,52.7,56.5,57.2,29.2,26,42.7,32.1,48.6,52.6,58.1,56.3,63.7,59.9,50.6,83.5,69.8,>95,54.1,18.2,19.1,32.7,39.7,73.8,62.4,47.1,47.7,42.9,50.9,81.6,71.6,19.9,18.1,8.3,10.9,4.3,6.4,22.2,14.3,42.1,30.4,59.4,52.2
1894,Baker SD 5J,Mark Witty,2,Brooklyn Primary School,Phil Anderson,Grade(s) K-3,E,Baker,485,16.90%,485,--,--,86.40%,22,25,--,--,,,,,,,,,5%,65%,17%,<1%,1%,12%,1%,4%,0,81%,3,Not Rated,95,5,,Not Rated,48.2,52.8,48.5,--,51.3,54.2,48.7,--,*,*,*,*,*,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Baker SD 5J,Mark Witty,3493,EAGLE CAP Innovative HS,Benjamin Merrill,Grade(s) 9-12,H,Baker,32,43.60%,,,,55.20%,--,--,,,3,24,13,24,--,--,--,--,*,63%,19%,0,3%,9%,3%,6%,0,78%,2,Not Rated,97,3,,Not Rated,14.3,*,70,--,<5,*,34.2,--,75,66.7,14.3,*,60,--,*,83.5,--,*,*,28.6,54.5,18.8,33.3,73.8,--,28.6,36.7,72.2,42.9,81.6,--,20.8,23.2,33.3,18.9,4.3,--,--,50,58.3,25,59.4,--
1894,Baker SD 5J,Mark Witty,4,Haines Elementary School,Skye Flanagan,Grade(s) K-6,E,Baker,119,16.30%,68,40,11,89.40%,17,25,--,--,,,,,,,,,*,46%,12%,1%,0,8%,2%,4%,0,85%,1,Not Rated,93,7,,Not Rated,73.1,70.3,52.8,52.7,61.5,60.9,43.7,42.3,>95,88.9,83.3,93.3,66.5,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Baker SD 5J,Mark Witty,5,Keating Elementary School,Skye Flanagan,Grade(s) K-6,E,Baker,21,4.80%,13,5,3,>95%,10.5,25,--,--,,,,,,,,,*,38%,*,5%,0,5%,5%,5%,0,81%,1,Not Rated,86,14,,Not Rated,80,83.3,52.8,--,70,83.3,43.7,--,*,*,*,*,66.5,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Baker SD 5J,Mark Witty,7,South Baker Intermediate School,Nanette Lehman,Grade(s) 4-6,E,Baker,308,14.70%,--,222,86,87.10%,27,25,94,25,,,,,,,,,5%,66%,20%,<1%,0,11%,2%,4%,0,83%,2,Not Rated,95,5,,Not Rated,41.1,44.2,54.3,49.3,25.7,39.6,41.9,40.6,76.7,60,55.3,61.9,66.5,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Bandon SD 54,Doug Ardiana,218,Bandon Senior High School,Sabrina Belletti,Grade(s) 9-12,H,Coos,234,17.90%,,,,60.40%,--,--,,,18,24,17,24,19,26,18,27,*,58%,13%,2%,0,11%,1%,12%,0,75%,2,Not Rated,92,8,,Not Rated,59.3,77.1,70,73.4,37.3,36.2,34.2,32.4,70.4,71.1,64.3,>95,60,60.6,92.1,83.5,82.3,77.4,78,72.9,70.7,77.3,72.7,73.8,74.5,79,86.4,78,83.6,81.6,81.3,2.5,5,4.1,5.2,4.3,3.4,65.6,59.6,64.4,56.7,59.4,51.8
1969,Bandon SD 54,Doug Ardiana,216,Harbor Lights Middle School,Deirdre Pearson,Grade(s) 5-8,M,Coos,233,14.80%,,,,75.40%,30,25,,,27,24,29.5,24,30,26,30,27,*,66%,18%,2%,0,13%,2%,11%,0,73%,2,Not Rated,93,7,,Not Rated,62.8,60.5,57,53.3,39.4,33.9,42.5,38.5,80.6,85.1,72,76.2,65.2,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Bandon SD 54,Doug Ardiana,217,Ocean Crest Elementary School,Becky Armistead,Grade(s) K-4,E,Coos,276,20.00%,223,53,--,70.60%,25,25,--,--,,,,,,,,,*,61%,13%,1%,0,10%,3%,10%,0,77%,1,Not Rated,87,13,,Not Rated,48.5,47.2,49.8,49,37,38.9,46.5,39,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,Banks SD 13,Jeff Leo,1120,Banks Elementary School,Darla Waite-Larkin,Grade(s) K-5,E,Washington,442,8.70%,285,157,--,87.40%,25,25,25,25,,,,,,,,,5%,31%,14%,1%,<1%,8%,<1%,6%,1%,84%,7,Not Rated,95,5,,Not Rated,50.9,45.6,52.4,69.9,39.7,39.6,44.9,63.1,68.6,75.9,64.4,67.5,66.5,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,Banks SD 13,Jeff Leo,1124,Banks High School,Mark Everett,Grade(s) 9-12,H,Washington,371,10.80%,,,,73.70%,--,--,,,25,24,21,24,28.5,26,30.5,27,<5%,24%,12%,2%,<1%,6%,1%,3%,1%,88%,8,Not Rated,98,2,,Not Rated,74.1,84.6,70,80.1,35.1,39.6,34.2,43.2,81.1,>95,81.4,68.1,60,65.8,93.6,83.5,86.5,92.7,92.2,80.6,87.3,84.8,90.6,73.8,83.8,83.7,89.8,92,86.7,81.6,90.1,0.5,1.3,1.6,2.9,4.3,2.1,64.7,64.9,67,61.9,59.4,60.1
2240,Banks SD 13,Jeff Leo,1123,Banks Middle School,Shelley Mitchell,Grade(s) 6-8,M,Washington,281,10.00%,,,,87.20%,32,25,,,30,24,31,24,32,26,31,27,<5%,28%,19%,2%,0,7%,0,4%,<1%,86%,6,Not Rated,97,3,,Not Rated,51.1,52.3,56.7,69.1,44.5,42.4,42.8,57.3,70,78.9,75.3,72,63.8,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1186,Aloha High School,Ken Yarnell,Grade(s) 9-12,H,Washington,1885,17.20%,,,,69.00%,--,--,,,26,24,27,24,27,26,29,27,35%,62%,16%,6%,6%,36%,1%,6%,2%,44%,41,Not Rated,97,3,,Not Rated,44.6,54.6,70,64.5,19.9,29.7,34.2,28.8,60.2,>95,*,55.6,60,58.8,82.9,83.5,84.2,71.5,73.2,72.7,67.9,72.9,74.8,73.8,77.9,81.2,82.6,81.2,82.2,81.6,85.7,3.8,3.2,3,5.4,4.3,2.1,60.8,64.8,66.4,60.9,59.4,60.3
2243,Beaverton SD 48J,Don Grotting,1153,Aloha-Huber Park School,Scott Drue,Grade(s) PK-8,E,Washington,1012,15.70%,559,277,176,87.80%,27,25,27.5,25,,,,,,,,,57%,82%,10%,5%,6%,57%,<1%,4%,1%,27%,32,Not Rated,96,4,,Not Rated,46.8,47.9,54.5,34.6,46.6,45.5,43.9,25.8,46.5,43.8,51.1,44.3,65.2,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,4805,Arco Iris Spanish Immersion School,Felicia Giambrone,Grade(s) 1-8,E,Washington,251,8.90%,148,72,31,91.60%,24,25,--,--,,,,,,,,,12%,18%,5%,3%,2%,35%,1%,11%,1%,46%,9,Not Rated,90,10,,Not Rated,80.9,77,54.5,60.5,74,63.8,43.9,51.3,81.8,>95,86,88.9,65.2,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1304,Arts and Communication Magnet Academy,Michael Johnson,Grade(s) 6-12,H,Washington,702,7.50%,,,,79.80%,--,--,,,29,24,27,24,27,26,30,27,10%,25%,9%,6%,2%,15%,1%,9%,<1%,67%,16,Not Rated,95,5,,Not Rated,78.9,71.7,59.8,66.4,45.2,44.7,40.9,46.5,82.5,*,*,*,62.1,67.8,93.3,83.5,82.1,79.6,81.9,90.9,93.4,85.7,94.1,73.8,80.4,98.5,94.3,96.1,95.6,81.6,89.7,0.3,0.3,2.1,0.5,4.3,1.7,92.1,61,84.5,70,59.4,62.1
2243,Beaverton SD 48J,Don Grotting,1154,Barnes Elementary School,Veronica Jones,Grade(s) K-5,E,Washington,656,16.00%,446,210,--,81.80%,23,25,--,--,,,,,,,,,48%,72%,14%,3%,5%,53%,1%,4%,<1%,33%,15,Not Rated,94,6,,Not Rated,35.6,38.7,52.4,38.3,32.1,25.2,44.9,29.3,60.9,51.6,50,52.2,66.5,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1155,Beaver Acres Elementary School,Stacy Geale,Grade(s) K-5,E,Washington,786,17.30%,526,260,--,87.60%,22,25,--,--,,,,,,,,,32%,64%,11%,10%,5%,37%,1%,9%,2%,37%,26,Not Rated,95,5,,Not Rated,47.5,55.6,52.4,49.1,46.5,47.5,44.9,39.2,52.9,57.5,50,52.2,66.5,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1187,Beaverton High School,Anne Erwin,Grade(s) 9-12,H,Washington,1704,15.10%,,,,75.20%,--,--,,,27,24,29,24,29,26,30,27,31%,45%,16%,6%,2%,29%,<1%,7%,1%,55%,36,Not Rated,97,3,,Not Rated,57.8,68.4,70,70.9,38.2,24.1,34.2,35.9,65.4,>95,*,*,60,60.9,85.3,83.5,85.8,78.7,80.6,74.2,72.6,73.7,73.8,73.8,82.2,84.9,81.4,83.5,81,81.6,88.6,2.5,4.4,3.7,4.1,4.3,2,72.2,73.9,75.2,79.1,59.4,63.6
2243,Beaverton SD 48J,Don Grotting,1156,Bethany Elementary School,Rafael Montelongo,Grade(s) K-5,E,Washington,544,15.90%,362,182,--,94.20%,25,25,--,--,,,,,,,,,19%,16%,8%,27%,3%,11%,0,9%,1%,49%,31,Not Rated,95,5,,Not Rated,82.3,86.3,52.4,64.4,81.8,86.7,44.9,56.8,85.3,92.8,86.1,82.1,66.5,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,4671,Bonny Slope Elementary School,Janet Maza,Grade(s) K-5,E,Washington,652,6.90%,422,230,--,94.60%,26,25,--,--,,,,,,,,,8%,11%,8%,17%,1%,6%,<1%,11%,<1%,65%,27,Not Rated,92,8,,Not Rated,87.5,86,52.4,79.9,83.6,80.7,44.9,74.3,90.8,93.9,90.2,80.6,66.5,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1158,Cedar Mill Elementary School,Brian Horne,Grade(s) K-5,E,Washington,396,16.20%,275,121,--,91.90%,23.5,25,--,--,,,,,,,,,15%,15%,10%,14%,3%,10%,0,12%,1%,60%,22,Not Rated,93,7,,Not Rated,85.2,85,52.4,61.5,81.8,83,44.9,50.8,85.1,79.1,90.9,>95,66.5,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Don Grotting,1180,Cedar Park Middle School,Shannon Anderson,Grade(s) 6-8,M,Washington,1027,9.10%,,,,85.10%,--,--,,,6.5,24,30,24,33.5,26,--,--,21%,30%,15%,9%,2%,19%,<1%,7%,1%,61%,34,Not Rated,96,4,,Not Rated,66.6,67.4,56.7,63.3,57.2,57.4,42.8,48,76.5,*,*,*,63.8,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
