District ID,District Name,Superintendent,School ID,School Name,Principal,Grades Offered,School Type,County,Total Enrollment,Pct Mobile Students 2015-16,Enrollment K-3,Enrollment 4-5,Enrollment 6-8,Pct of Students Attending Regularly,School Self-Contained Class Size,Oregon Self-Contained Class Size,School Departmentalized Class Size,Oregon Departmentalized Class Size,School ELA Class Size,Oregon ELA Class Size,School Math Class Size,Oregon Math Class Size,School Science Class Size,Oregon Science Class Size,School Social Studies Class Size,Oregon Social Studies Class Size,Pct Ever English Learners,Pct Economically Disadvantaged,Pct Students with Disabilities,Pct Asian,Pct Black,Pct Hispanic,Pct Native American,Pct Multi-racial,Pct Pacific Islander,Pct White,Number of Languages Spoken,School Rating,Percent with All Required Vaccinations,Percent without All Required Vaccinations,ESEA Designation,Rating Compared to Similar Schools,ELA Pct Met 2014-15,ELA Pct Met 2015-16,State ELA Pct Met,Like Schools ELA Pct Met,Math Pct Met 2014-15,Math Pct Met 2015-16,State Math Pct Met,Like Schools Math Pct Met,Science Pct Met 2012-13,Science Pct Met 2013-14,Science Pct Met 2014-15,Science Pct Met 2015-16,State Science Pct Met,Like Schools Science Pct Met,Freshmen On Track 2015-16,State Freshman On Track,Like Schools Freshman On Track,Freshmen On Track 2013-14,Freshmen On Track 2014-15,Four Year Graduation Rate 2011-12,Four Year Graduation Rate 2012-13,Four Year Graduation Rate 2013-14,Four Year Graduation Rate 2014-15,State Four Year Graduation Rate,Like Schools Four Year Graduation Rate,Five Year Completion Rate 2011-12,Five Year Completion Rate 2012-13,Five Year Completion Rate 2013-14,Five Year Completion Rate 2014-15,State Five Year Completion Rate,Like Schools Five Year Completion Rate,Dropout Rate 2011-12,Dropout Rate 2012-13,Dropout Rate 2013-14,Dropout Rate 2014-15,State Dropout Rate,Like Schools Dropout Rate,Continuing Education Rate 2010-11,Continuing Education Rate 2011-12,Continuing Education Rate 2012-13,Continuing Education Rate 2013-14,State Continuing Education Rate,Like Schools Continuing Education Rate
2182,Reynolds SD 7,Linda Florence,4216,Reynolds Arthur Academy,Chris Arnold,Grade(s) K-6,E,Multnomah,195,6.60%,114,56,25,94.20%,28,25,--,--,,,,,,,,,9%,24%,5%,5%,4%,18%,2%,9%,0,62%,6,Not Rated,92,8,,Not Rated,77.4,78.3,52.8,68,57.5,50.9,43.7,59.7,95,89.3,>95,>95,66.5,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,957,Reynolds High School,Wade Bakely,Grade(s) 9-12,H,Multnomah,2518,19.50%,,,,68.70%,--,--,,,23.5,24,22.5,24,25,26,27,27,48%,56%,13%,11%,7%,37%,1%,5%,1%,38%,44,Not Rated,97,3,,Not Rated,49.1,51.7,70,65.7,16.4,21.3,34.2,29.9,58.9,64.4,65.9,94.7,60,56,81.7,83.5,83.8,49.3,63,62.7,61.3,63.2,64.6,73.8,79.1,67.2,74.9,74,75.3,81.6,86.6,4.7,4.1,3.3,2.7,4.3,2.3,54.6,58.3,64.9,63.3,59.4,60.7
2182,Reynolds SD 7,Linda Florence,1343,Reynolds Learning Academy,Aaron Ferguson,Grade(s) 9-12,H,Multnomah,241,42.70%,,,,30.50%,--,--,,,12.5,24,11.5,24,14,26,11,27,37%,***,32%,1%,9%,42%,3%,4%,<1%,41%,9,Not Rated,99,1,,Not Rated,40,32,70,57.4,<5,<5,34.2,26,21.9,39.3,16.7,17.4,60,43.5,83.3,83.5,82.8,9.4,9.1,36.4,29.8,37,29.8,73.8,72.1,62.4,61.4,54.5,55.2,81.6,76.6,11.2,11.6,13.6,12.6,4.3,2.9,41.7,15.4,22.2,38.1,59.4,56.3
2182,Reynolds SD 7,Linda Florence,1254,Reynolds Middle School,Stacy Talus,Grade(s) 6-8,M,Multnomah,875,17.50%,,,,72.20%,25,25,,,23,24,25,24,25,26,22,27,62%,***,17%,7%,8%,53%,1%,5%,2%,24%,25,Not Rated,97,3,,Not Rated,30.4,30.8,56.7,43.8,21,20.9,42.8,29.3,56.3,48.5,46.9,51.3,63.8,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,3989,Salish Ponds Elementary School,Damian Reardon,Grade(s) K-5,E,Multnomah,463,21.50%,283,180,--,83.10%,23,25,--,--,,,,,,,,,51%,***,17%,3%,3%,53%,<1%,7%,6%,27%,19,Not Rated,96,4,,Not Rated,26.9,31.5,52.4,31.8,24.3,26.1,44.9,23.3,39,51.8,31.7,49.3,66.5,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,950,Sweetbriar Elementary School,Marie Marianiello,Grade(s) K-5,E,Multnomah,414,11.90%,285,129,--,83.60%,24,25,--,--,,,,,,,,,20%,29%,14%,3%,4%,23%,0,7%,1%,62%,16,Not Rated,93,7,,Not Rated,47.2,43.9,52.4,61.3,37.3,29.8,44.9,51.4,73.3,73.1,44.1,42.9,66.5,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,951,Troutdale Elementary School,Ed Krankowski,Grade(s) K-5,E,Multnomah,421,13.20%,306,115,--,83.10%,25.5,25,--,--,,,,,,,,,25%,31%,17%,5%,2%,23%,1%,7%,1%,62%,14,Not Rated,91,9,,Not Rated,52.7,61.7,52.4,60.6,47.9,45.7,44.9,52,58.2,65.6,64.2,74.5,66.5,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,2263,Walt Morey Middle School,Tanya Pruett,Grade(s) 6-8,M,Multnomah,629,9.70%,,,,82.90%,24.5,25,,,26,24,24,24,27,26,26,27,34%,53%,16%,5%,3%,30%,1%,5%,<1%,56%,18,Not Rated,93,7,,Not Rated,51.7,46.5,56.7,56.4,35.6,29.5,42.8,43.5,65.3,59.4,63.8,64.1,63.8,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,952,Wilkes Elementary School,Candice Henkin,Grade(s) K-5,E,Multnomah,459,23.90%,304,155,--,87.10%,25.5,25,--,--,,,,,,,,,61%,***,10%,10%,12%,43%,<1%,5%,5%,25%,22,Not Rated,96,4,,Not Rated,26.8,27.3,52.4,27.6,17.5,15.9,44.9,20.4,48.1,52.4,38,31.6,66.5,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,1365,Woodland Elementary,Rob Robinson,Grade(s) K-5,E,Multnomah,512,12.00%,350,162,--,82.50%,27.5,25,--,--,,,,,,,,,56%,47%,17%,4%,4%,54%,1%,4%,<1%,32%,17,Not Rated,96,4,,Not Rated,32.4,31.7,52.4,41,23.4,21.7,44.9,31.9,33.9,26.2,47.8,44.2,66.5,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Riddle SD 70,Dave Gianotti,304,Riddle Elementary School,Dave Gianotti,Grade(s) K-6,E,Douglas,222,21.60%,127,60,35,72.40%,22.5,25,--,--,,,,,,,,,*,75%,17%,0,0,9%,3%,9%,0,79%,1,Not Rated,94,6,,Not Rated,34,28.7,52.8,40,24.2,26.2,43.7,31.4,57.7,64,53.6,52.2,66.5,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Riddle SD 70,Dave Gianotti,305,Riddle High School,William Starkweather,Grade(s) 7-12,H,Douglas,163,23.50%,,,,56.10%,--,--,,,15,24,2.5,24,8.5,26,16,27,*,64%,23%,2%,0,6%,1%,8%,0,83%,1,Not Rated,94,6,,Not Rated,37.8,43.6,61.7,53.6,19.5,23.4,41.2,29.5,57.1,52.5,44.8,66.7,62.1,56.4,76.7,83.5,75.5,82.1,63.2,81,85.7,88,71,73.8,74.7,92.6,81,96.3,83.3,81.6,86.2,2.8,0,3.7,5.8,4.3,2.9,66.7,52.9,48,50,59.4,47.2
2188,Riverdale SD 51J,Terry Brandon,985,Riverdale Grade School,Joanna Tobin,Grade(s) K-8,E,Multnomah,358,8.60%,130,83,145,90.70%,18,25,20,25,,,,,,,,,*,*,13%,4%,1%,4%,<1%,8%,<1%,82%,8,Not Rated,92,8,,Not Rated,83.8,91.2,54.5,78.9,86.9,85.4,43.9,72.9,89,>95,93.3,92.9,65.2,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,Riverdale SD 51J,Terry Brandon,1345,Riverdale High School,Paula Robinson,Grade(s) 9-12,H,Multnomah,240,6.00%,,,,87.30%,--,--,,,19,24,17,24,19,26,18,27,*,*,10%,5%,0,2%,0,4%,0,90%,6,Not Rated,92,8,,Not Rated,92.2,83,70,78.7,68.8,50.9,34.2,40.1,74.6,>95,88.9,88.6,60,63.2,>95,83.5,86,>95,>95,94.2,85.9,95.3,100,73.8,84.7,91.3,94.2,100,98.4,81.6,88.5,0.6,0.4,0,0,4.3,2.3,85.7,85.7,90.9,83.6,59.4,55.3
2044,Rogue River SD 35,Paul Young,4856,Rivers Edge Academy Charter School,Cecile Enright,Grade(s) K-12,H,Jackson,166,34.30%,,,,>95%,13,25,,,3.5,24,16,24,13,26,14,27,*,65%,10%,1%,0,8%,0,9%,0,81%,1,Not Rated,60,40,,Not Rated,34.3,41.6,56.5,49.6,23.5,28.6,42.7,27.2,47.8,47.2,33.3,50,63.7,57.6,88.9,83.5,72.9,*,50,50,0,46.2,52.9,73.8,65.5,--,20,66.7,64.3,81.6,79.9,5.3,11.4,0,12,4.3,6.4,--,100,50,62.5,59.4,44.8
2044,Rogue River SD 35,Paul Young,399,Rogue River Elementary School,Jennifer Bakker,Grade(s) K-6,E,Jackson,428,20.90%,268,117,43,79.40%,22.5,25,--,--,,,,,,,,,<5%,75%,15%,1%,1%,10%,2%,8%,0,78%,2,Not Rated,94,6,,Not Rated,32.1,34.5,52.8,40.5,26,24,43.7,32.6,69.6,63.3,78.9,64.2,66.5,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,Rogue River SD 35,Paul Young,401,Rogue River Junior/Senior High,Paul Cataldo,Grade(s) 7-12,H,Jackson,323,21.00%,,,,72.40%,--,--,,,16,24,16,24,16,26,22,27,*,59%,21%,0,1%,6%,1%,7%,1%,85%,2,Not Rated,94,6,,Not Rated,50.7,57.8,61.7,56.3,23,22.2,41.2,31.7,74.7,63.5,56.3,65.3,62.1,62.5,76,83.5,77.1,51,67.2,68.5,70.8,66.7,82.8,73.8,71.3,70,84.7,83.6,80.9,81.6,79.6,4.2,2.3,2.6,3.4,4.3,3.6,48.4,51.5,46.7,54.3,59.4,49.5
2142,Salem-Keizer SD 24J,Christy Perry,728,Auburn Elementary School,Sue Luthra,Grade(s) K-5,E,Marion,653,22.10%,446,207,--,81.70%,27.5,25,--,--,,,,,,,,,63%,***,16%,2%,<1%,62%,<1%,2%,3%,31%,13,Not Rated,97,3,,Not Rated,33.6,32.6,52.4,27.5,26,33.9,44.9,20.1,26.4,30.9,33.7,42.4,66.5,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,5066,Battle Creek Elementary School,Linda Dougherty,Grade(s) K-5,E,Marion,572,14.30%,409,163,--,82.10%,26,25,--,--,,,,,,,,,7%,49%,16%,2%,2%,8%,1%,7%,3%,78%,15,Not Rated,96,4,,Not Rated,57,57.9,52.4,53.5,35.8,38.3,44.9,45.2,73.2,75.4,77.5,70.1,66.5,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,731,Brush College Elementary School,Artonya Gemmil,Grade(s) K-5,E,Polk,259,14.20%,181,78,--,85.40%,25,25,--,--,,,,,,,,,12%,53%,25%,2%,2%,12%,4%,7%,2%,72%,10,Not Rated,93,7,,Not Rated,56.4,55.4,52.4,56.1,45.3,45.5,44.9,47.7,58.8,54.1,81.6,77.4,66.5,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,732,Bush Elementary School,Monica Takata,Grade(s) K-5,E,Marion,325,22.90%,222,103,--,69.80%,26,25,--,--,,,,,,,,,45%,***,29%,1%,2%,46%,1%,5%,4%,41%,4,Not Rated,92,8,,Not Rated,32,22.6,52.4,34.5,22,16.8,44.9,26,48.7,60.8,34.9,41.7,66.5,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,733,Candalaria Elementary School,Karl Paulson,Grade(s) K-5,E,Marion,353,7.60%,226,127,--,86.10%,27,25,--,--,,,,,,,,,<5%,25%,22%,2%,2%,8%,1%,8%,<1%,79%,9,Not Rated,97,3,,Not Rated,74.3,72,52.4,71.7,62.6,65.4,44.9,64.8,90.2,87.5,89.8,85.7,66.5,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,5064,Cesar E Chavez Elem,Olga Cobb,Grade(s) K-5,E,Marion,585,21.10%,397,188,--,83.40%,25,25,--,--,,,,,,,,,68%,***,13%,2%,1%,63%,<1%,3%,5%,26%,18,Not Rated,98,2,,Not Rated,35.3,39.6,52.4,26.5,26.4,32.5,44.9,20.2,43.5,37,34.6,52.9,66.5,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,1244,Chapman Hill Elementary School,Rachael Harms,Grade(s) K-5,E,Polk,386,10.40%,247,139,--,88.30%,26.5,25,--,--,,,,,,,,,17%,38%,22%,4%,1%,15%,<1%,9%,1%,69%,15,Not Rated,91,9,,Not Rated,61.9,61.6,52.4,62.2,59.7,66.5,44.9,52.4,78.8,82.5,86.1,76.7,66.5,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,3373,Claggett Creek Middle School,Rob Schoepper,Grade(s) 6-8,M,Marion,916,12.80%,,,,75.20%,--,--,,,26,24,28,24,30.5,26,23,27,35%,***,19%,1%,1%,41%,1%,6%,1%,50%,9,Not Rated,98,2,,Not Rated,52.7,52.7,56.7,49.7,43.4,38.9,42.8,36.8,68,64.6,66.3,63.5,63.8,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,734,Clear Lake Elementary School,Tara Baldridge,Grade(s) K-5,E,Marion,433,12.20%,255,178,--,88.00%,26,25,--,--,,,,,,,,,9%,39%,15%,2%,1%,17%,<1%,6%,<1%,73%,9,Not Rated,96,4,,Not Rated,71.6,72.1,52.4,63.6,65,70.8,44.9,56.7,87.2,93.4,91.1,90.7,66.5,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,1329,Crossler Middle School,Kristine Walton,Grade(s) 6-8,M,Marion,734,13.00%,,,,80.10%,--,--,,,32,24,30.5,24,29,26,31,27,8%,46%,16%,2%,1%,14%,1%,6%,1%,75%,12,Not Rated,95,5,,Not Rated,63,64.5,56.7,56.9,48.9,49.3,42.8,40.6,78.3,80.5,72.6,72.6,63.8,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,735,Cummings Elementary School,Martina Mangan,Grade(s) K-5,E,Marion,427,12.30%,292,135,--,79.40%,26,25,--,--,,,,,,,,,15%,63%,19%,<1%,1%,20%,1%,6%,1%,70%,9,Not Rated,97,3,,Not Rated,45.8,39.9,52.4,59.8,38.1,34.8,44.9,51,71.4,80.7,64.1,58.7,66.5,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,4589,Early College High School,Jay Weeks,Grade(s) 9-12,H,Marion,194,6.60%,,,,91.80%,--,--,,,22,24,15,24,10,26,19,27,38%,70%,*,2%,1%,41%,2%,6%,1%,48%,7,Not Rated,95,5,,Not Rated,>95,65.6,70,54.6,65.6,32.3,34.2,19.2,78,92.9,89.7,76.3,60,40.1,>95,83.5,83.9,>95,93.5,15.6,12.8,97.8,92.9,73.8,78.9,80.3,81.8,95.7,97.7,81.6,83.4,1,2,0,0.5,4.3,3.3,42.1,28.6,85.7,68.2,59.4,49.1
2142,Salem-Keizer SD 24J,Christy Perry,736,Englewood Elementary School,Gary Etchemendy,Grade(s) K-5,E,Marion,359,23.70%,236,123,--,80.20%,26,25,--,--,,,,,,,,,16%,***,22%,1%,1%,26%,2%,5%,3%,62%,10,Not Rated,95,5,,Not Rated,37.8,45.5,52.4,44.7,43.9,49.1,44.9,36.3,75.9,72.4,71.6,71.4,66.5,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,751,Eyre Elementary School,Corina Valencia-Chavez,Grade(s) K-5,E,Marion,597,16.00%,403,194,--,84.00%,24,25,--,--,,,,,,,,,62%,***,18%,1%,2%,68%,<1%,1%,3%,25%,7,Not Rated,97,3,,Not Rated,40.9,34.7,52.4,29.3,43.6,32.1,44.9,23.4,47.4,54.5,54.9,47.4,66.5,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,3529,Forest Ridge Elementary School,Thomas Charboneau,Grade(s) K-5,E,Marion,239,9.50%,165,74,--,88.30%,27.5,25,--,--,,,,,,,,,13%,44%,25%,<1%,0,18%,0,6%,<1%,75%,8,Not Rated,95,5,,Not Rated,62,67.7,52.4,60.9,54.3,55.6,44.9,52.7,51.9,68.8,87.9,83.3,66.5,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,738,Four Corners Elementary School,Phil Decker,Grade(s) K-5,E,Marion,531,21.50%,372,159,--,72.30%,25,25,--,--,,,,,,,,,62%,***,12%,2%,1%,63%,<1%,4%,4%,26%,9,Not Rated,99,1,2,Not Rated,30.5,23.4,52.4,28.1,17.6,15.7,44.9,20.9,27.1,24,35,27.3,66.5,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,740,Grant Community School,Marc Morris,Grade(s) K-5,E,Marion,434,17.90%,307,127,--,78.00%,24,25,--,--,,,,,,,,,46%,***,19%,<1%,2%,48%,<1%,3%,2%,44%,8,Not Rated,95,5,2,Not Rated,31.1,32.4,52.4,34.4,23.1,26,44.9,26.3,46.5,38.6,41.1,44.6,66.5,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,745,Gubser Elementary School,Dave Bertholf,Grade(s) K-5,E,Marion,523,12.30%,337,186,--,78.30%,27,25,--,--,,,,,,,,,12%,50%,21%,2%,1%,20%,1%,5%,2%,69%,10,Not Rated,94,6,,Not Rated,63.7,60.2,52.4,60.6,45.7,50.6,44.9,50.2,92.3,91.6,80,82.1,66.5,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,3377,Hallman Elementary School,Jessica Brenden,Grade(s) K-5,E,Marion,402,23.40%,296,106,--,79.20%,24,25,--,--,,,,,,,,,74%,***,12%,<1%,2%,69%,1%,3%,2%,22%,7,Not Rated,97,3,,Not Rated,36.6,34.2,52.4,27.4,25.3,24.7,44.9,21.7,12.1,45.6,12.3,31.3,66.5,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,3376,Hammond Elementary School,Lori Tan,Grade(s) K-5,E,Marion,534,11.30%,350,184,--,86.80%,26,25,--,--,,,,,,,,,52%,***,14%,5%,1%,53%,<1%,4%,1%,34%,12,Not Rated,98,2,,Not Rated,46.6,47.2,52.4,38.4,29.2,33.7,44.9,30.1,61.3,67.4,69.2,52.1,66.5,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,4068,Harritt Elementary School,Paul Myers,Grade(s) K-5,E,Polk,537,17.30%,359,178,--,80.20%,27,25,--,--,,,,,,,,,34%,66%,16%,1%,1%,40%,1%,7%,1%,48%,11,Not Rated,96,4,,Not Rated,49.5,44.4,52.4,50.2,37.7,36.3,44.9,40.1,*,*,65.2,55.6,66.5,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,755,Hayesville Elementary School,Michelle Halter,Grade(s) K-5,E,Marion,441,24.80%,292,149,--,79.00%,27,25,--,--,,,,,,,,,59%,***,16%,1%,<1%,62%,<1%,2%,5%,29%,9,Not Rated,98,2,,Not Rated,43.1,33,52.4,28.2,32.8,18.3,44.9,21.1,64.4,76.3,53.5,43.9,66.5,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,743,Highland Elementary School,Christi Cheever,Grade(s) K-5,E,Marion,408,32.20%,269,139,--,74.70%,25,25,--,--,,,,,,,,,47%,***,22%,<1%,2%,55%,2%,4%,3%,34%,10,Not Rated,96,4,,Not Rated,31.7,33.5,52.4,31.9,23.2,21.9,44.9,23.3,28.2,28,28.3,33.9,66.5,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,744,Hoover Elementary School,Jen Van Slander,Grade(s) K-5,E,Marion,503,18.40%,348,155,--,77.40%,26,25,--,--,,,,,,,,,64%,***,14%,1%,2%,70%,<1%,2%,2%,22%,7,Not Rated,99,1,,Not Rated,35,25.4,52.4,29.1,24.7,15.8,44.9,23.7,64.4,70.7,52.8,44.3,66.5,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,1330,Houck Middle School,Mark Thompson,Grade(s) 6-8,M,Marion,945,18.60%,,,,76.40%,--,--,,,24,24,25.5,24,30,26,30.5,27,55%,***,19%,2%,1%,59%,1%,3%,4%,30%,15,Not Rated,98,2,,Not Rated,35.4,36.4,56.7,44.8,31.8,25.7,42.8,31.4,51,43.8,46.6,40.2,63.8,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,1358,Howard Street Charter,Christina Tracy,Grade(s) 6-8,M,Marion,156,6.20%,,,,>95%,--,--,,,27,24,--,--,--,--,--,--,6%,6%,10%,7%,2%,9%,1%,6%,1%,74%,7,Not Rated,92,8,,Not Rated,77.9,82.9,56.7,58.9,54.5,62.3,42.8,43.7,89.8,84.3,84.9,87.5,63.8,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,4210,Jane Goodall Environmental Middle Charter School,Annie Morton,Grade(s) 6-8,M,Marion,97,6.90%,,,,90.60%,--,--,,,33,24,25,24,33,26,--,--,7%,9%,22%,0,0,9%,2%,3%,0,86%,5,Not Rated,93,7,,Not Rated,79.8,76.8,56.7,54.9,70.2,63.2,42.8,38.6,>95,87.5,>95,>95,63.8,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,765,Judson Middle School,Alicia Kruska,Grade(s) 6-8,M,Marion,928,10.90%,,,,78.40%,--,--,,,28.5,24,28.5,24,29.5,26,28.5,27,10%,45%,17%,3%,1%,15%,1%,8%,1%,71%,29,Not Rated,98,2,,Not Rated,71.7,67,56.7,58.9,53.4,48.3,42.8,42.1,86.2,87.1,78.2,77.6,63.8,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,4858,Kalapuya Elementary School,Jennifer Neitzel,Grade(s) K-5,E,Polk,608,11.90%,374,234,--,91.80%,28,25,--,--,,,,,,,,,8%,35%,19%,1%,<1%,13%,1%,6%,1%,77%,15,Not Rated,94,6,,Not Rated,74.8,76.1,52.4,62,63.4,67.3,44.9,55.1,79.6,85.1,87.7,89.9,66.5,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,747,Keizer Elementary School,Tracy Moisan,Grade(s) K-5,E,Marion,650,18.40%,460,190,--,82.40%,25,25,--,--,,,,,,,,,35%,***,19%,<1%,1%,42%,1%,3%,<1%,53%,10,Not Rated,97,3,,Not Rated,44.4,37.5,52.4,41.7,35.1,34.4,44.9,31.9,64.4,70.3,63.7,64.7,66.5,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,746,Kennedy Elementary School,Jesse Leonard,Grade(s) K-5,E,Marion,457,18.40%,308,149,--,86.60%,22,25,--,--,,,,,,,,,57%,***,21%,<1%,<1%,62%,1%,4%,3%,30%,8,Not Rated,98,2,,Not Rated,33.8,36.5,52.4,31,26.4,20.7,44.9,25.2,40.6,50.8,53.6,61.7,66.5,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,3375,Lamb Elementary School,Scott Stenlund,Grade(s) K-5,E,Marion,502,15.10%,341,161,--,89.60%,27,25,--,--,,,,,,,,,70%,***,13%,1%,1%,69%,<1%,2%,3%,25%,10,Not Rated,97,3,,Not Rated,33.8,27.1,52.4,29.1,26.9,21.9,44.9,23.5,36.4,58.3,56.9,44.4,66.5,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,3526,Lee Elementary School,Don Hakala,Grade(s) K-5,E,Marion,313,11.10%,200,113,--,83.20%,25,25,--,--,,,,,,,,,43%,58%,19%,1%,0,42%,1%,3%,1%,52%,8,Not Rated,94,6,,Not Rated,57.7,57.4,52.4,47,53.7,56.8,44.9,36.2,80.8,69.2,67.3,71.2,66.5,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,766,Leslie Middle School,Denny McCarthy,Grade(s) 6-8,M,Marion,753,16.20%,,,,75.10%,--,--,,,29,24,26,24,29,26,26,27,22%,60%,20%,1%,1%,26%,1%,7%,1%,64%,15,Not Rated,97,3,,Not Rated,51.1,55,56.7,54.7,40.1,36,42.8,38.3,75,68.2,68.5,69.2,63.8,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,749,Liberty Elementary School,Lizi Aguilar-Nelson,Grade(s) K-5,E,Marion,376,13.60%,242,134,--,85.20%,26.5,25,--,--,,,,,,,,,7%,65%,21%,1%,1%,15%,1%,7%,2%,73%,5,Not Rated,96,4,,Not Rated,44.4,49.2,52.4,54,35.6,34.1,44.9,45.5,82.7,78.9,62.1,64.9,66.5,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,771,McKay High School,Sara LeRoy,Grade(s) 9-12,H,Marion,2182,22.20%,,,,52.60%,--,--,,,27,24,29,24,32.5,26,34,27,58%,***,14%,4%,1%,64%,1%,2%,4%,25%,25,Not Rated,99,1,,Not Rated,68.9,59.7,70,53.9,16.2,28.4,34.2,25.4,55.6,57.8,61.9,41.8,60,52,86.9,83.5,82.2,73.9,75.5,70.3,73.8,76.8,68.6,73.8,69.8,82.4,80.4,81.9,82.6,81.6,81,0.2,0.2,1.9,3.6,4.3,2.7,53.5,55.2,52.4,53.9,59.4,60.1
2142,Salem-Keizer SD 24J,Christy Perry,750,McKinley Elementary School,Katie Shumway,Grade(s) K-5,E,Marion,337,11.30%,229,108,--,78.50%,26,25,--,--,,,,,,,,,6%,56%,23%,1%,2%,18%,1%,5%,0,74%,8,Not Rated,97,3,,Not Rated,67.9,65.6,52.4,61.1,55.5,56.7,44.9,52.8,84.6,86.7,70.9,77.8,66.5,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
