SCHLINSTID,SCHLYR,CNTYGEOGAREAID,DISTINSTID,STUDENRCNT,DISTSTUDENRCNT,CntyStudEnrCnt,FREELNCHCNT,DISTFREELNCHCNT,CntyFreeLnchCnt,REDLNCHCNT,DISTREDLNCHCNT,CntyRedLnchCnt,TOTELGBLAMT,DISTTOTELGBLAMT,CntyTotElgblAmt,FREEREDLNCHPCT,DISTFREEREDLNCHPCT,CntyFreeRedLnchPct,CNTYNM,DISTNM,SCHLNM,last column
4208,"7/1/2006",24,2142,7,39447,58888,,15823,24491,,3136,4785,0,18959,29276,,48.06,49.71,"Marion","Salem-Keizer SD 24J","Independent Living Program",-
4209,"7/1/2006",24,2142,1,39447,58888,,15823,24491,,3136,4785,0,18959,29276,,48.06,49.71,"Marion","Salem-Keizer SD 24J","Youth Transition Program",-
4210,"7/1/2006",24,2142,89,39447,58888,7,15823,24491,,3136,4785,12,18959,29276,,48.06,49.71,"Marion","Salem-Keizer SD 24J","Jane Goodall Environmental Middle Charter School",-
523,"7/1/2008",20,2082,238,17661,45929,74,4957,15999,26,1149,3889,100,6106,19888,42.02,34.57,43.3,"Lane","Eugene SD 4J","Meadowlark Elementary School",-
524,"7/1/2008",20,2082,540,17661,45929,131,4957,15999,38,1149,3889,169,6106,19888,31.3,34.57,43.3,"Lane","Eugene SD 4J","Monroe Middle School",-
525,"7/1/2008",20,2082,342,17661,45929,238,4957,15999,24,1149,3889,262,6106,19888,76.61,34.57,43.3,"Lane","Eugene SD 4J","River Road/El Camino del Rio Elementary School",-
526,"7/1/2008",20,2082,648,17661,45929,131,4957,15999,21,1149,3889,152,6106,19888,23.46,34.57,43.3,"Lane","Eugene SD 4J","Roosevelt Middle School",-
528,"7/1/2008",20,2082,429,17661,45929,90,4957,15999,31,1149,3889,121,6106,19888,28.21,34.57,43.3,"Lane","Eugene SD 4J","Spencer Butte Middle School",-
529,"7/1/2008",20,2082,398,17661,45929,160,4957,15999,24,1149,3889,184,6106,19888,46.23,34.57,43.3,"Lane","Eugene SD 4J","Spring Creek Elementary School",-
530,"7/1/2008",20,2082,225,17661,45929,73,4957,15999,27,1149,3889,100,6106,19888,44.44,34.57,43.3,"Lane","Eugene SD 4J","Twin Oaks Elementary School",-
534,"7/1/2008",20,2082,381,17661,45929,124,4957,15999,18,1149,3889,142,6106,19888,37.27,34.57,43.3,"Lane","Eugene SD 4J","Willagillespie Elementary School",-
536,"7/1/2008",20,2082,1013,17661,45929,248,4957,15999,103,1149,3889,351,6106,19888,34.65,34.57,43.3,"Lane","Eugene SD 4J","North Eugene High School",-
537,"7/1/2008",20,2082,136,17661,45929,76,4957,15999,6,1149,3889,82,6106,19888,60.29,34.57,43.3,"Lane","Eugene SD 4J","Opportunity Center",-
538,"7/1/2008",20,2082,1608,17661,45929,260,4957,15999,52,1149,3889,312,6106,19888,19.4,34.57,43.3,"Lane","Eugene SD 4J","Sheldon High School",-
539,"7/1/2008",20,2082,1581,17661,45929,206,4957,15999,55,1149,3889,261,6106,19888,16.51,34.57,43.3,"Lane","Eugene SD 4J","South Eugene High School",-
540,"7/1/2008",20,2082,1163,17661,45929,278,4957,15999,64,1149,3889,342,6106,19888,29.41,34.57,43.3,"Lane","Eugene SD 4J","Churchill High School",-
541,"7/1/2008",20,2083,209,11087,45929,153,4577,15999,20,871,3889,173,5448,19888,82.78,49.14,43.3,"Lane","Springfield SD 19","Brattain Elementary School",-
542,"7/1/2008",20,2083,471,11087,45929,137,4577,15999,35,871,3889,172,5448,19888,36.52,49.14,43.3,"Lane","Springfield SD 19","Briggs Middle School",-
543,"7/1/2008",20,2083,74,11087,45929,17,4577,15999,6,871,3889,23,5448,19888,31.08,49.14,43.3,"Lane","Springfield SD 19","Camp Creek Elementary School",-
544,"7/1/2008",20,2083,404,11087,45929,219,4577,15999,36,871,3889,255,5448,19888,63.12,49.14,43.3,"Lane","Springfield SD 19","Centennial Elementary School",-
545,"7/1/2008",20,2083,485,11087,45929,242,4577,15999,47,871,3889,289,5448,19888,59.59,49.14,43.3,"Lane","Springfield SD 19","Douglas Gardens Elementary School",-
546,"7/1/2008",20,2083,419,11087,45929,189,4577,15999,32,871,3889,221,5448,19888,52.74,49.14,43.3,"Lane","Springfield SD 19","Elizabeth Page Elementary School",-
547,"7/1/2008",20,2083,96,11087,45929,58,4577,15999,11,871,3889,69,5448,19888,71.88,49.14,43.3,"Lane","Springfield SD 19","Goshen Elementary School",-
548,"7/1/2008",20,2083,371,11087,45929,236,4577,15999,30,871,3889,266,5448,19888,71.7,49.14,43.3,"Lane","Springfield SD 19","Guy Lee Elementary School",-
549,"7/1/2008",20,2083,444,11087,45929,280,4577,15999,46,871,3889,326,5448,19888,73.42,49.14,43.3,"Lane","Springfield SD 19","Hamlin Middle School",-
550,"7/1/2008",20,2083,313,11087,45929,217,4577,15999,23,871,3889,240,5448,19888,76.68,49.14,43.3,"Lane","Springfield SD 19","Maple Elementary School",-
551,"7/1/2008",20,2083,314,11087,45929,218,4577,15999,34,871,3889,252,5448,19888,80.25,49.14,43.3,"Lane","Springfield SD 19","Moffitt Elementary School",-
552,"7/1/2008",20,2083,68,11087,45929,10,4577,15999,9,871,3889,19,5448,19888,27.94,49.14,43.3,"Lane","Springfield SD 19","Mohawk Elementary School",-
553,"7/1/2008",20,2083,429,11087,45929,147,4577,15999,33,871,3889,180,5448,19888,41.96,49.14,43.3,"Lane","Springfield SD 19","Ridgeview Elementary School",-
554,"7/1/2008",20,2083,544,11087,45929,258,4577,15999,34,871,3889,292,5448,19888,53.68,49.14,43.3,"Lane","Springfield SD 19","Mt Vernon Elementary School",-
555,"7/1/2008",20,2083,337,11087,45929,214,4577,15999,42,871,3889,256,5448,19888,75.96,49.14,43.3,"Lane","Springfield SD 19","Springfield Middle School",-
556,"7/1/2008",20,2083,470,11087,45929,117,4577,15999,29,871,3889,146,5448,19888,31.06,49.14,43.3,"Lane","Springfield SD 19","Thurston Elementary School",-
557,"7/1/2008",20,2083,583,11087,45929,130,4577,15999,30,871,3889,160,5448,19888,27.44,49.14,43.3,"Lane","Springfield SD 19","Thurston Middle School",-
558,"7/1/2008",20,2083,166,11087,45929,35,4577,15999,8,871,3889,43,5448,19888,25.9,49.14,43.3,"Lane","Springfield SD 19","Walterville Elementary School",-
559,"7/1/2008",20,2083,389,11087,45929,112,4577,15999,28,871,3889,140,5448,19888,35.99,49.14,43.3,"Lane","Springfield SD 19","Yolanda Elementary School",-
560,"7/1/2008",20,2083,1394,11087,45929,550,4577,15999,114,871,3889,664,5448,19888,47.63,49.14,43.3,"Lane","Springfield SD 19","Springfield High School",-
561,"7/1/2008",20,2083,1558,11087,45929,364,4577,15999,94,871,3889,458,5448,19888,29.4,49.14,43.3,"Lane","Springfield SD 19","Thurston High School",-
563,"7/1/2008",20,2084,288,1601,45929,120,551,15999,20,158,3889,140,709,19888,48.61,44.28,43.3,"Lane","Fern Ridge SD 28J","Elmira Elementary School",-
564,"7/1/2008",20,2084,348,1601,45929,122,551,15999,42,158,3889,164,709,19888,47.13,44.28,43.3,"Lane","Fern Ridge SD 28J","Fern Ridge Middle School",-
566,"7/1/2008",20,2084,341,1601,45929,130,551,15999,43,158,3889,173,709,19888,50.73,44.28,43.3,"Lane","Fern Ridge SD 28J","Veneta Elementary School",-
567,"7/1/2008",20,2084,442,1601,45929,114,551,15999,37,158,3889,151,709,19888,34.16,44.28,43.3,"Lane","Fern Ridge SD 28J","Elmira High School",-
568,"7/1/2008",20,2085,90,172,45929,66,110,15999,8,14,3889,74,124,19888,82.22,72.09,43.3,"Lane","Mapleton SD 32","Mapleton Elementary School",-
569,"7/1/2008",20,2085,82,172,45929,44,110,15999,6,14,3889,50,124,19888,60.98,72.09,43.3,"Lane","Mapleton SD 32","Mapleton Jr/Sr High School",-
570,"7/1/2008",20,2086,609,1268,45929,236,448,15999,56,147,3889,292,595,19888,47.95,46.92,43.3,"Lane","Creswell SD 40","Creslane Elementary School",-
571,"7/1/2008",20,2086,298,1268,45929,104,448,15999,42,147,3889,146,595,19888,48.99,46.92,43.3,"Lane","Creswell SD 40","Creswell Middle School",-
572,"7/1/2008",20,2086,361,1268,45929,108,448,15999,49,147,3889,157,595,19888,43.49,46.92,43.3,"Lane","Creswell SD 40","Creswell High School",-
573,"7/1/2008",20,2087,468,2853,45929,235,1251,15999,70,405,3889,305,1656,19888,65.17,58.04,43.3,"Lane","South Lane SD 45J3","Bohemia Elementary School",-
574,"7/1/2008",20,2087,121,2853,45929,62,1251,15999,28,405,3889,90,1656,19888,74.38,58.04,43.3,"Lane","South Lane SD 45J3","Dorena School",-
575,"7/1/2008",20,2087,106,2853,45929,50,1251,15999,13,405,3889,63,1656,19888,59.43,58.04,43.3,"Lane","South Lane SD 45J3","Delight Valley Elementary School",-
576,"7/1/2008",20,2087,370,2853,45929,186,1251,15999,47,405,3889,233,1656,19888,62.97,58.04,43.3,"Lane","South Lane SD 45J3","Harrison Elementary School",-
577,"7/1/2008",20,2087,106,2853,45929,48,1251,15999,14,405,3889,62,1656,19888,58.49,58.04,43.3,"Lane","South Lane SD 45J3","Latham Elementary School",-
578,"7/1/2008",20,2087,106,2853,45929,52,1251,15999,13,405,3889,65,1656,19888,61.32,58.04,43.3,"Lane","South Lane SD 45J3","London School",-
579,"7/1/2008",20,2087,564,2853,45929,231,1251,15999,93,405,3889,324,1656,19888,57.45,58.04,43.3,"Lane","South Lane SD 45J3","Lincoln Middle School",-
4212,"7/1/2006",26,2180,134,44639,89378,86,17016,35478,21,3306,7778,107,20322,43256,79.85,45.53,48.4,"Multnomah","Portland SD 1J","Self Enhancement, Inc/SEI Academy",-
4214,"7/1/2006",5,1947,,718,8715,,215,2275,,51,610,0,266,2885,,37.05,33.1,"Columbia","Vernonia SD 47J","Technology Learning Center",-
4216,"7/1/2006",26,2182,126,11078,89378,22,5185,35478,8,1119,7778,30,6304,43256,23.81,56.91,48.4,"Multnomah","Reynolds SD 7","Reynolds Arthur Academy",-
4220,"7/1/2006",34,2244,81,4188,82585,,338,21050,,117,5117,0,455,26167,,10.86,31.68,"Washington","Sherwood SD 88J","Multi-sensory Instruction Teaching Children Hands-On (MITCH)",-
4221,"7/1/2006",5,1944,39,2199,8715,,346,2275,,119,610,0,465,2885,,21.15,33.1,"Columbia","Scappoose SD 1J","South Columbia Family School",-
4222,"7/1/2006",3,1924,26,17259,58024,13,4326,11835,,1485,3686,16,5811,15521,,33.67,26.75,"Clackamas","North Clackamas SD 12","Milwaukie eSchool",-
4223,"7/1/2006",3,1924,380,17259,58024,55,4326,11835,,1485,3686,56,5811,15521,,33.67,26.75,"Clackamas","North Clackamas SD 12","Clackamas Web Academy",-
4226,"7/1/2006",3,1924,244,17259,58024,7,4326,11835,,1485,3686,9,5811,15521,,33.67,26.75,"Clackamas","North Clackamas SD 12","Clackamas Middle College",-
4227,"7/1/2006",26,2180,9,44639,89378,,17016,35478,,3306,7778,4,20322,43256,,45.53,48.4,"Multnomah","Portland SD 1J","Native Montessori Program",-
4228,"7/1/2006",10,1999,33,444,15607,16,229,5721,,60,1409,18,289,7130,,65.09,45.68,"Douglas","Riddle SD 70","Riddle Education Center",-
4229,"7/1/2006",8,1974,29,1748,2738,,573,928,,303,418,0,876,1346,,50.11,49.16,"Curry","Brookings-Harbor SD 17C","Pacific Bridges",-
4230,"7/1/2006",24,2146,88,4952,58888,,3675,24491,,459,4785,0,4134,29276,,83.48,49.71,"Marion","Woodburn SD 103","Woodburn Arthur Academy",-
4232,"7/1/2006",26,2187,784,10032,89378,522,5623,35478,105,1342,7778,627,6965,43256,79.97,69.43,48.4,"Multnomah","David Douglas SD 40","Ron Russell Middle School",-
4233,"7/1/2006",34,2242,10,12519,82585,,2644,21050,,576,5117,0,3220,26167,,25.72,31.68,"Washington","Tigard-Tualatin SD 23J","Tutorial Program",-
4234,"7/1/2006",5,1946,27,1189,8715,20,405,2275,,67,610,21,472,2885,,39.7,33.1,"Columbia","Rainier SD 13","North Columbia Academy",-
4235,"7/1/2006",19,2061,,217,1120,,127,439,,6,126,0,133,565,0,61.29,50.45,"Lake","North Lake SD 14","North Lake School - Alternative Education",-
4236,"7/1/2006",18,2056,,3937,10416,,1747,4545,,382,1071,0,2129,5616,0,54.08,53.92,"Klamath","Klamath Falls City Schools","Wemble Academy",-
4342,"7/1/2006",36,2254,392,5141,16564,108,1251,5641,30,364,1329,138,1615,6970,35.2,31.41,42.08,"Yamhill","Newberg SD 29J","Joan Austin Elementary School",-
4343,"7/1/2006",14,2024,5,3977,3977,,1617,1617,,331,331,0,1948,1948,,48.98,48.98,"Hood River","Hood River County SD","Hood River Sheltered Workshop, Inc",-
4345,"7/1/2006",18,2056,,3937,10416,,1747,4545,,382,1071,0,2129,5616,0,54.08,53.92,"Klamath","Klamath Falls City Schools","Mazama Froshmore Academy",-
4364,"7/1/2006",34,2242,535,12519,82585,90,2644,21050,20,576,5117,110,3220,26167,20.56,25.72,31.68,"Washington","Tigard-Tualatin SD 23J","Alberta Rider Elementary School",-
4369,"7/1/2006",3,1924,163,17259,58024,46,4326,11835,12,1485,3686,58,5811,15521,35.58,33.67,26.75,"Clackamas","North Clackamas SD 12","Milwaukie Academy of the Arts",-
4374,"7/1/2006",20,2083,32,10504,46330,,4561,15394,,935,3646,0,5496,19040,,52.32,41.1,"Lane","Springfield SD 19","Springfield Learning Services Center",-
4375,"7/1/2006",30,2207,2,3363,13587,,985,5971,,250,1277,0,1235,7248,,36.72,53.35,"Umatilla","Pendleton SD 16","Umatilla County Youth Care Center",-
4378,"7/1/2006",15,2043,59,4263,29027,22,1891,9431,,577,2383,25,2468,11814,,57.89,40.7,"Jackson","Eagle Point SD 9","Connections Alternative School",-
4380,"7/1/2006",9,1976,8,15290,23496,,3649,5696,,1122,1869,0,4771,7565,,31.2,32.2,"Deschutes","Bend-LaPine Administrative SD 1","Deschutes Juvenile Justice",-
4381,"7/1/2006",3,1902,11,246,58024,,,11835,,,3686,0,0,15521,,,26.75,"Clackamas","Clackamas ESD","Heron Creek High Academy",-
4382,"7/1/2006",3,1902,8,246,58024,,,11835,,,3686,0,0,15521,,,26.75,"Clackamas","Clackamas ESD","Heron Creek Jr Academy",-
4384,"7/1/2006",3,1902,7,246,58024,,,11835,,,3686,0,0,15521,,,26.75,"Clackamas","Clackamas ESD","Park Place - LEEP",-
4385,"7/1/2006",9,1977,211,6697,23496,,1891,5696,,649,1869,0,2540,7565,,37.93,32.2,"Deschutes","Redmond SD 2J","Deschutes Edge Charter School",-
4389,"7/1/2006",3,1922,76,8451,58024,11,901,11835,,259,3686,15,1160,15521,,13.73,26.75,"Clackamas","West Linn-Wilsonville SD 3J","Arts & Technology Charter High School",-
4390,"7/1/2006",24,2142,99,39447,58888,20,15823,24491,,3136,4785,25,18959,29276,,48.06,49.71,"Marion","Salem-Keizer SD 24J","Baker Charter School",-
4391,"7/1/2006",10,1991,162,6623,15607,,1874,5721,,479,1409,0,2353,7130,,35.53,45.68,"Douglas","Douglas County SD 4","Phoenix School",-
4392,"7/1/2006",7,1970,129,3322,3322,38,1142,1142,,364,364,41,1506,1506,,45.33,45.33,"Crook","Crook County SD","Pioneer Secondary Alternative High School",-
4394,"7/1/2006",9,1977,121,6697,23496,,1891,5696,,649,1869,0,2540,7565,,37.93,32.2,"Deschutes","Redmond SD 2J","International School of the Cascades",-
4395,"7/1/2006",20,2087,40,2862,46330,25,1136,15394,,343,3646,27,1479,19040,,51.68,41.1,"Lane","South Lane SD 45J3","Childs Way Charter School",-
4396,"7/1/2006",5,1947,164,718,8715,45,215,2275,13,51,610,58,266,2885,35.37,37.05,33.1,"Columbia","Vernonia SD 47J","Vernonia Middle School",-
4399,"7/1/2006",22,2103,1311,2027,19934,259,447,6824,435,512,2113,694,959,8937,52.94,47.31,44.83,"Linn","Scio SD 95","Oregon Connections Academy",-
4400,"7/1/2006",26,2180,91,44639,89378,28,17016,35478,,3306,7778,32,20322,43256,,45.53,48.4,"Multnomah","Portland SD 1J","Portland Arthur Academy Charter School",-
4404,"7/1/2006",9,1975,6,6,23496,,,5696,,,1869,0,0,7565,,,32.2,"Deschutes","High Desert ESD","Trillium Family Services, Central Oregon Campus",-
4405,"7/1/2006",26,2180,,44639,89378,,17016,35478,,3306,7778,0,20322,43256,0,45.53,48.4,"Multnomah","Portland SD 1J","Wildflowers",-
4406,"7/1/2006",8,1974,28,1748,2738,,573,928,,303,418,0,876,1346,,50.11,49.16,"Curry","Brookings-Harbor SD 17C","Upper Chetco Charter School",-
4407,"7/1/2006",24,2117,,6,58888,,,24491,,,4785,0,0,29276,0,,49.71,"Marion","Willamette ESD","Quest Adult Program ",-
580,"7/1/2008",20,2087,799,2853,45929,302,1251,15999,105,405,3889,407,1656,19888,50.94,58.04,43.3,"Lane","South Lane SD 45J3","Cottage Grove High School",-
581,"7/1/2008",20,2088,397,5856,45929,212,2234,15999,57,623,3889,269,2857,19888,67.76,48.79,43.3,"Lane","Bethel SD 52","Cascade Middle School",-
582,"7/1/2008",20,2088,324,5856,45929,142,2234,15999,38,623,3889,180,2857,19888,55.56,48.79,43.3,"Lane","Bethel SD 52","Clear Lake Elementary School",-
583,"7/1/2008",20,2088,337,5856,45929,173,2234,15999,44,623,3889,217,2857,19888,64.39,48.79,43.3,"Lane","Bethel SD 52","Danebo Elementary School",-
584,"7/1/2008",20,2088,336,5856,45929,237,2234,15999,36,623,3889,273,2857,19888,81.25,48.79,43.3,"Lane","Bethel SD 52","Fairfield Elementary School",-
585,"7/1/2008",20,2088,422,5856,45929,111,2234,15999,43,623,3889,154,2857,19888,36.49,48.79,43.3,"Lane","Bethel SD 52","Irving Elementary School",-
586,"7/1/2008",20,2088,346,5856,45929,174,2234,15999,50,623,3889,224,2857,19888,64.74,48.79,43.3,"Lane","Bethel SD 52","Malabon Elementary School",-
587,"7/1/2008",20,2088,509,5856,45929,190,2234,15999,52,623,3889,242,2857,19888,47.54,48.79,43.3,"Lane","Bethel SD 52","Shasta Middle School",-
588,"7/1/2008",20,2088,1496,5856,45929,476,2234,15999,138,623,3889,614,2857,19888,41.04,48.79,43.3,"Lane","Bethel SD 52","Willamette High School",-
589,"7/1/2008",20,2089,121,335,45929,30,88,15999,17,44,3889,47,132,19888,38.84,39.4,43.3,"Lane","Crow-Applegate-Lorane SD 66","Applegate Elementary School",-
591,"7/1/2008",20,2089,41,335,45929,11,88,15999,7,44,3889,18,132,19888,43.9,39.4,43.3,"Lane","Crow-Applegate-Lorane SD 66","Lorane Elementary School",-
592,"7/1/2008",20,2089,173,335,45929,47,88,15999,20,44,3889,67,132,19888,38.73,39.4,43.3,"Lane","Crow-Applegate-Lorane SD 66","Crow Middle/High School",-
593,"7/1/2008",20,2090,86,216,45929,49,98,15999,13,23,3889,62,121,19888,72.09,56.02,43.3,"Lane","McKenzie SD 68","McKenzie Elementary School",-
594,"7/1/2008",20,2090,80,216,45929,29,98,15999,,23,3889,34,121,19888,,56.02,43.3,"Lane","McKenzie SD 68","McKenzie High School",-
595,"7/1/2008",20,2091,497,1663,45929,192,543,15999,60,214,3889,252,757,19888,50.7,45.52,43.3,"Lane","Junction City SD 69","Laurel Elementary School",-
596,"7/1/2008",20,2091,494,1663,45929,174,543,15999,77,214,3889,251,757,19888,50.81,45.52,43.3,"Lane","Junction City SD 69","Oaklea Middle School",-
597,"7/1/2008",20,2091,553,1663,45929,150,543,15999,63,214,3889,213,757,19888,38.52,45.52,43.3,"Lane","Junction City SD 69","Junction City High School",-
598,"7/1/2008",20,2092,181,285,45929,66,99,15999,23,39,3889,89,138,19888,49.17,48.42,43.3,"Lane","Lowell SD 71","Lundy Elementary School",-
599,"7/1/2008",20,2092,104,285,45929,33,99,15999,16,39,3889,49,138,19888,47.12,48.42,43.3,"Lane","Lowell SD 71","Lowell Junior/Senior High School",-
600,"7/1/2008",20,2093,322,602,45929,193,324,15999,39,88,3889,232,412,19888,72.05,68.44,43.3,"Lane","Oakridge SD 76","Oakridge Elementary School",-
601,"7/1/2008",20,2093,79,602,45929,40,324,15999,17,88,3889,57,412,19888,72.15,68.44,43.3,"Lane","Oakridge SD 76","Oakridge Junior High School",-
602,"7/1/2008",20,2093,201,602,45929,91,324,15999,32,88,3889,123,412,19888,61.19,68.44,43.3,"Lane","Oakridge SD 76","Oakridge High School",-
603,"7/1/2008",20,2094,95,284,45929,30,62,15999,,9,3889,35,71,19888,,25,43.3,"Lane","Marcola SD 79J","Marcola Elementary School",-
604,"7/1/2008",20,2094,121,284,45929,32,62,15999,,9,3889,36,71,19888,,25,43.3,"Lane","Marcola SD 79J","Mohawk High School",-
608,"7/1/2008",20,2096,337,1367,45929,135,491,15999,18,91,3889,153,582,19888,45.4,42.57,43.3,"Lane","Siuslaw SD 97J","Siuslaw Middle School",-
609,"7/1/2008",20,2096,561,1367,45929,250,491,15999,49,91,3889,299,582,19888,53.3,42.57,43.3,"Lane","Siuslaw SD 97J","Siuslaw Elementary School",-
610,"7/1/2008",20,2096,469,1367,45929,106,491,15999,24,91,3889,130,582,19888,27.72,42.57,43.3,"Lane","Siuslaw SD 97J","Siuslaw High School",-
611,"7/1/2008",21,2097,368,5373,5373,177,2526,2526,43,607,607,220,3133,3133,59.78,58.31,58.31,"Lincoln","Lincoln County SD","Toledo Elementary School",-
614,"7/1/2008",21,2097,10,5373,5373,,2526,2526,,607,607,0,3133,3133,,58.31,58.31,"Lincoln","Lincoln County SD","Olalla Center for Children & Families",-
615,"7/1/2008",21,2097,297,5373,5373,169,2526,2526,30,607,607,199,3133,3133,67,58.31,58.31,"Lincoln","Lincoln County SD","Newport Middle School",-
617,"7/1/2008",21,2097,379,5373,5373,188,2526,2526,59,607,607,247,3133,3133,65.17,58.31,58.31,"Lincoln","Lincoln County SD","Oceanlake Elementary School",-
618,"7/1/2008",21,2097,461,5373,5373,269,2526,2526,43,607,607,312,3133,3133,67.68,58.31,58.31,"Lincoln","Lincoln County SD","Sam Case Elementary School",-
620,"7/1/2008",21,2097,389,5373,5373,243,2526,2526,56,607,607,299,3133,3133,76.86,58.31,58.31,"Lincoln","Lincoln County SD","Taft Elementary School",-
623,"7/1/2008",21,2097,418,5373,5373,215,2526,2526,69,607,607,284,3133,3133,67.94,58.31,58.31,"Lincoln","Lincoln County SD","Crestview Heights School",-
625,"7/1/2008",21,2097,345,5373,5373,157,2526,2526,23,607,607,180,3133,3133,52.17,58.31,58.31,"Lincoln","Lincoln County SD","Yaquina View Elementary School",-
627,"7/1/2008",21,2097,656,5373,5373,217,2526,2526,43,607,607,260,3133,3133,39.63,58.31,58.31,"Lincoln","Lincoln County SD","Newport High School",-
628,"7/1/2008",21,2097,732,5373,5373,337,2526,2526,96,607,607,433,3133,3133,59.15,58.31,58.31,"Lincoln","Lincoln County SD","Taft High School",-
629,"7/1/2008",21,2097,402,5373,5373,152,2526,2526,45,607,607,197,3133,3133,49,58.31,58.31,"Lincoln","Lincoln County SD","Toledo High School",-
630,"7/1/2008",21,2097,253,5373,5373,124,2526,2526,34,607,607,158,3133,3133,62.45,58.31,58.31,"Lincoln","Lincoln County SD","Waldport High School",-
631,"7/1/2008",22,2100,187,9196,21325,105,3324,6922,35,868,1881,140,4192,8803,74.87,45.59,41.28,"Linn","Greater Albany Public SD 8J","Central Elementary School",-
632,"7/1/2008",22,2100,737,9196,21325,337,3324,6922,78,868,1881,415,4192,8803,56.31,45.59,41.28,"Linn","Greater Albany Public SD 8J","Calapooia Middle School",-
