DistInstID,SchlYr,CntyNm,DistNm,BldgNm,DistStudCnt,YrBlt,YrRemod,SqFt,DistSqFt,last column
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","JOSEPHINE COUNTY DIST WAREHSE",6095,1976,,7500,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","EVERGREEN ELEMENTARY",6095,1951,1966,59342,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","FLEMING MIDDLE",6095,1962,1978,76245,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","FRUITDALE ELEMENTARY",6095,1947,1972,31109,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","FORT VANNOY ELEMENTARY",6095,1952,1979,40000,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","JEROME PRAIRIE ELEMENTARY",6095,1938,1971,30838,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","APPLEGATE ELEMENTARY",6095,1912,1980,23759,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","LINCOLN SAVAGE MIDDLE",6095,1962,,71583,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","LORNA BYRNE MIDDLE",6095,1949,1966,57418,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","MADRONA ELEMENTARY",6095,1967,1986,37816,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","MANZANITA ELEMENTARY",6095,1966,,48649,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","MERLIN ELEMENTARY",6095,1953,1963,14716,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","MURPHY (District Office)",6095,1947,1955,24090,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","SELMA ELEMENTARY",6095,1955,1993,19956,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","WILLIAMS ELEMENTARY",6095,1927,1957,21631,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","WOLF CREEK ELEMENTARY",6095,1938,1954,15219,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","HIDDEN VALLEY HIGH",6095,1976,1995,144206,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","ILLINOIS VALLEY HIGH",6095,1975,1995,99804,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","NORTH VALLEY HIGH",6095,1976,1996,136157,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","EVERGREEN BUS SHOP",6095,1965,1997,1920,976106,-
2055,"7/1/2000","JOSEPHINE","THREE RIVERS SCH DIST","HIDDEN VALLEY ALTERNATIVE HOUSE",6095,1965,,2878,976106,-
2227,"7/1/2000","WASCO","THE DALLES SCH DIST 12","QUINTON FIELD-THE DALLES",1990,1940,,3600,342885,-
2227,"7/1/2000","WASCO","THE DALLES SCH DIST 12","THE DALLES - BUS BARN",1990,1953,1999,9800,342885,-
2227,"7/1/2000","WASCO","THE DALLES SCH DIST 12","THOMPSON STREET",1990,1953,,2718,342885,-
2227,"7/1/2000","WASCO","THE DALLES SCH DIST 12","COLONEL WRIGHT ELEMENTARY",1990,1924,1999,34109,342885,-
2227,"7/1/2000","WASCO","THE DALLES SCH DIST 12","DRY HOLLOW ELEMENTARY",1990,1960,,36016,342885,-
2227,"7/1/2000","WASCO","THE DALLES SCH DIST 12","WILSON ELEMENTARY",1990,1920,1988,27944,342885,-
2227,"7/1/2000","WASCO","THE DALLES SCH DIST 12","THE DALLES HIGH",1990,1940,1975,209167,342885,-
2003,"7/1/2000","DOUGLAS","Sutherlin SD 130","SUTHERLIN MAINTENANCE SHOP",1452,1978,,1800,202699,-
2003,"7/1/2000","DOUGLAS","Sutherlin SD 130","SUTHERLIN ELEMENTARY",1452,1944,2000,49500,202699,-
2003,"7/1/2000","DOUGLAS","Sutherlin SD 130","SUTHERLIN WEST INTERMEDIATE",1452,1953,1999,34065,202699,-
2003,"7/1/2000","DOUGLAS","Sutherlin SD 130","SUTHERLIN JR HIGH",1452,1962,2001,25836,202699,-
2003,"7/1/2000","DOUGLAS","Sutherlin SD 130","SUTHERLIN HIGH",1452,1945,1976,84698,202699,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","BACHELOR FLAT",3311,1929,,4608,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","ST HELENS DISTRICT SHOP",3311,1930,,5100,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","ST HELENS DISTRICT OFFICE",3311,1976,,6600,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","COLUMBIA CITY ELEMENTARY-MAIN",3311,1929,1999,40000,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","ST HELENS JR HIGH - PORT",3311,1974,,900,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","MCBRIDE ELEMENTARY-COVERED PLAY",3311,1987,,5000,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","JOHN GUMM ELEMENTARY-MAIN",3311,1929,,33310,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","JOHN GUMM ELEM-COVERED PLAY",3311,1945,,4462,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","ST HELENS JR HIGH-PORT A",3311,1976,,1404,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","ST HELENS JR HIGH-PORT B",3311,1976,,900,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","MCBRIDE ELEMENTARY-MAIN",3311,1996,,80000,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","YANKTON ELEMENTARY-MAIN",3311,1917,,10860,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","YANKTON ELEMENTARY-PRIMARY",3311,1945,,6228,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","YANKTON ELEMENTARY-GYM",3311,1945,,2890,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","ST HELENS JR HIGH-MAIN",3311,1964,,77099,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","YANKTON ELEMENTARY-PORT 28",3311,1978,,1404,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","ST HELENS JR HIGH-PORT 30A/B",3311,1980,,1404,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","ST HELENS HIGH-BLDG A",3311,1958,1982,120000,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","ST HELENS HIGH-CONCESSION 1",3311,1994,,1405,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","ST HELENS HIGH-BARN",3311,1961,,620,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","STHELENS HIGH-FUEL SHED",3311,1961,,304,581069,-
1948,"7/1/2000","COLUMBIA","ST HELENS SCH DIST 502","STHELENS HIGH-PRESS BOX",3311,1977,,200,581069,-
2082,"7/1/2001","LANE","Eugene SD 4J","ED CENTER",18476,1957,1962,74102,3074207,-
2082,"7/1/2001","LANE","Eugene SD 4J","FACILITIES",18476,1947,1955,42700,3074207,-
2082,"7/1/2001","LANE","Eugene SD 4J","TRANSPORTATION",18476,1963,1992,30315,3074207,-
2082,"7/1/2001","LANE","Eugene SD 4J","ADAMS ELEM SCHOOL PORTABLES",18476,1964,,623,3074207,-
2082,"7/1/2001","LANE","Eugene SD 4J","CREST DRIVE ELEM SCHOOL PORTABLES",18476,1964,,3879,3074207,-
2082,"7/1/2001","LANE","Eugene SD 4J","AWBREY PARK ELEM SCHOOL PORTABLES",18476,1973,,1559,3074207,-
2082,"7/1/2001","LANE","Eugene SD 4J","DUNN CENTER",18476,1929,1988,37698,3074207,-
2082,"7/1/2001","LANE","Eugene SD 4J","DUNN CENTER PORTABLES",18476,1986,,1001,3074207,-
2082,"7/1/2001","LANE","Eugene SD 4J","FOX HOLLOW FRENCH IMMERSIO PORTABLES",18476,1986,,1749,3074207,-
2082,"7/1/2001","LANE","Eugene SD 4J","MC CORNACK ELEM SCHOOL PORTABLES",18476,1971,,6350,3074207,-
2082,"7/1/2001","LANE","Eugene SD 4J","RIVER ROAD ELEM SCHOOL PORTABLES",18476,1966,,920,3074207,-
2082,"7/1/2001","LANE","Eugene SD 4J","SANTA CLARA ELEM SCHOOL PORTABLES",18476,1986,,2688,3074207,-
2082,"7/1/2001","LANE","Eugene SD 4J","WASHINGTON ELEM SCHOOL PORTABLES",18476,1964,,3232,3074207,-
2042,"7/1/2001","JACKSON","CENTRAL POINT SCH DIST 6","Portable Central Point Elem/annex",4618,1998,,2400,488237,-
1978,"7/1/2001","DESCHUTES","SISTERS SCH DIST 6","Sisters Middle",1138,2000,,1500,184350,-
2206,"7/1/2001","UMATILLA","HERMISTON SCH DIST 8","Desert View Elementary",4180,2001,,45441,605836,-
2087,"7/1/2001","LANE","South Lane SD 45J3","DELIGHT VALLEY ELEMENTARY PORTABLE",2826,2000,,1792,426599,-
2241,"7/1/2001","WASHINGTON","Forest Grove SD 15","TOM MCCALL UPPER ELEMENTARY PORTABLES 2",5598,1994,,1792,861497,-
2191,"7/1/2001","POLK","CENTRAL SCH DIST 13J","Central High School",2628,1949,2000,138700,414749,-
1965,"7/1/2001","COOS","COOS BAY SCH DIST 9","MARSHFIELD HIGH - PIRATE HALL",3879,2001,,36000,806166,-
2002,"7/1/2001","DOUGLAS","WINSTON-DILLARD SCH DIST 116","LOOKINGGLASS ELEMENTARY Upper",1669,1966,,9675,264005,-
1970,"7/1/2001","CROOK","CROOK COUNTY SCH DIST","modular for Powell Butte",3154,2000,,2400,426780,-
1970,"7/1/2001","CROOK","CROOK COUNTY SCH DIST","modular for Paulina",3154,2000,,2400,426780,-
2101,"7/1/2001","LINN","Lebanon Community SD 9","Cascades Elementary Portable 1",4457,1996,,1800,590918,-
2101,"7/1/2001","LINN","Lebanon Community SD 9","Green Acres Elementary Portable 1",4457,1996,,1800,590918,-
2101,"7/1/2001","LINN","Lebanon Community SD 9","Green Acres Elementary Portable 2",4457,1996,,1800,590918,-
2101,"7/1/2001","LINN","Lebanon Community SD 9","Gore-Tennessee Elementary Portable 1",4457,1999,,1800,590918,-
2101,"7/1/2001","LINN","Lebanon Community SD 9","Hamilton Creek Elementary Portable 1",4457,1973,,1800,590918,-
2082,"7/1/2001","LANE","Eugene SD 4J","HOWARD ELEM SCHOOL PORTABLES",18476,1964,,2070,3074207,-
2082,"7/1/2001","LANE","Eugene SD 4J","CORRIDOR ALTERNATIVE PORTABLES",18476,1973,,4628,3074207,-
2227,"7/1/2001","WASCO","THE DALLES SCH DIST 12","COLONEL WRIGHT PORTABLE 1",2036,1997,,1700,429154,-
2227,"7/1/2001","WASCO","THE DALLES SCH DIST 12","DRY HOLLOW PORTABLE 1",2036,1997,,1700,429154,-
2227,"7/1/2001","WASCO","THE DALLES SCH DIST 12","DRY HOLLOW PORTABLE 2",2036,1997,,1700,429154,-
2227,"7/1/2001","WASCO","THE DALLES SCH DIST 12","WILSON SCHOOL PORTABLE 1",2036,1997,,1700,429154,-
2252,"7/1/2001","YAMHILL","AMITY SCH DIST 4J","Amity Middle School Camp Adair Classrooms",879,1947,1992,22250,161635,-
2024,"7/1/2001","HOOD RIVER","Hood River County SD","TRANSPORTATION DEPT/O'DELL WAREHOUSE",3859,1921,,27180,693422,-
2243,"7/1/2001","WASHINGTON","BEAVERTON SCH DIST 48J","FIFTH STREET-SOUTH",34699,2000,2002,25800,4319024,-
2243,"7/1/2001","WASHINGTON","BEAVERTON SCH DIST 48J","FIFTH STREET-NORTH",34699,2001,2002,5139,4319024,-
2243,"7/1/2001","WASHINGTON","BEAVERTON SCH DIST 48J","JACOB WISMER ANNEX",34699,1999,,8352,4319024,-
1977,"7/1/2001","DESCHUTES","REDMOND SCH DIST 2J","EDWIN BROWN HIGH SCHOOL PORTABLE",5933,1994,,896,749818,-
1977,"7/1/2001","DESCHUTES","REDMOND SCH DIST 2J","TERREBONNE ELEMENTARY PORTABLES",5933,1983,,896,749818,-
1977,"7/1/2001","DESCHUTES","REDMOND SCH DIST 2J","OBSIDIAN MIDDLE SCHOOL PORTABLE",5933,1999,,1792,749818,-
1977,"7/1/2001","DESCHUTES","REDMOND SCH DIST 2J","OBSIDIAN MIDDLE SCHOOL PORTABLE #2",5933,2000,,1792,749818,-
1977,"7/1/2001","DESCHUTES","REDMOND SCH DIST 2J","REDMOND HIGH CAMPUS PORTABLE2",5933,2000,,1792,749818,-
2191,"7/1/2001","POLK","CENTRAL SCH DIST 13J","Talmadge Middle Portable 1",2628,1980,,896,414749,-
2191,"7/1/2001","POLK","CENTRAL SCH DIST 13J","Talmadge Middle Portable 3",2628,1991,,896,414749,-
2191,"7/1/2001","POLK","CENTRAL SCH DIST 13J","Independence Elementary School",2628,1925,2000,40450,414749,-
2191,"7/1/2001","POLK","CENTRAL SCH DIST 13J","Independence Elementary Portable 2",2628,1986,,1736,414749,-
2191,"7/1/2001","POLK","CENTRAL SCH DIST 13J","Independence Elementary Portable 3",2628,1997,,1064,414749,-
2191,"7/1/2001","POLK","CENTRAL SCH DIST 13J","Monmouth Elementary School",2628,1963,1999,36100,414749,-
2191,"7/1/2001","POLK","CENTRAL SCH DIST 13J","Monmouth Elementary Portable 2",2628,1986,,1200,414749,-
2191,"7/1/2001","POLK","CENTRAL SCH DIST 13J","Oak Grove Elementary",2628,1950,,3232,414749,-
2191,"7/1/2001","POLK","CENTRAL SCH DIST 13J","Eola School",2628,1861,,4896,414749,-
2183,"7/1/2001","MULTNOMAH","GRESHAM-BARLOW SCH DIST 10J","Fariss Alternative School",11632,1978,1997,4050,1681568,-
2183,"7/1/2001","MULTNOMAH","GRESHAM-BARLOW SCH DIST 10J","Clear Creek Middle School",11632,1993,1998,116668,1681568,-
2183,"7/1/2001","MULTNOMAH","GRESHAM-BARLOW SCH DIST 10J","Kelly Creek Elementary",11632,1993,1993,63000,1681568,-
2011,"7/1/2001","GRANT","DAYVILLE SCH DIST 16J","CINDER BLOCK/SPANISH ROOM",56,1968,,240,26953,-
2023,"7/1/2001","HARNEY","CRANE UHS DIST 1J","Crane UH-1- Dormatory",87,1969,,10920,46580,-
2097,"7/1/2001","LINCOLN","LINCOLN CO SCH DIST","Issac Newton Magnet School/AST w/NMS",6385,1998,,5400,1205537,-
2003,"7/1/2001","DOUGLAS","Sutherlin SD 130","SUTHERLIN BUS GARAGE",1503,2001,,2400,202699,-
2003,"7/1/2001","DOUGLAS","Sutherlin SD 130","SUTHERLIN ADMINISTRATION OFFICE",1503,2001,,4400,202699,-
2209,"7/1/2001","UMATILLA","Stanfield SD 61","Stanfield Elementary School",544,2001,,46000,103000,-
2209,"7/1/2001","UMATILLA","Stanfield SD 61","Stanfield Secondary School",544,1979,1995,57000,103000,-
2060,"7/1/2001","LAKE","Paisley SD 11","PAISLEY ELEMENTARY",101,1971,1996,5247,38673,-
2060,"7/1/2001","LAKE","Paisley SD 11","ELEMENTARY BATHROOMS/JANITOR ROOM",101,1971,,540,38673,-
1992,"7/1/2001","DOUGLAS","Glide SD 12","GLIDE ELEMENTARY MODULAR #1",876,1988,,1500,206175,-
1992,"7/1/2001","DOUGLAS","Glide SD 12","GLIDE ELEMENTARY MODULAR #2",876,1974,1999,1680,206175,-
1992,"7/1/2001","DOUGLAS","Glide SD 12","GLIDE HIGH SCHOOL NORTH MODULAR",876,1977,,1900,206175,-
1992,"7/1/2001","DOUGLAS","Glide SD 12","GLIDE HIGH SCHOOL SOUTH MODULAR",876,1980,,1900,206175,-
1976,"7/1/2001","DESCHUTES","BEND/LAPINE ADMIN SCH DIST 1","HIGH LAKES ELEM SCHOOL",13405,2000,,65000,1832693,-
2146,"7/1/2000","MARION","WOODBURN SCH DIST 103","Lincoln Elementary School Portable #2",4186,1998,,1848,628359,-
2146,"7/1/2000","MARION","WOODBURN SCH DIST 103","Lincoln Elementary School Portable #3",4186,1999,,1848,628359,-
2146,"7/1/2000","MARION","WOODBURN SCH DIST 103","Lincoln Elementary School Portable #4",4186,2000,,1848,628359,-
2146,"7/1/2000","MARION","WOODBURN SCH DIST 103","Lincoln Elementary School Portable #5",4186,2000,,1848,628359,-
2146,"7/1/2000","MARION","WOODBURN SCH DIST 103","Lincoln Elementary School Portable #6",4186,2001,,1848,628359,-
2146,"7/1/2000","MARION","WOODBURN SCH DIST 103","Lincoln Elementary School Portable #7",4186,1970,,718,628359,-
2146,"7/1/2000","MARION","WOODBURN SCH DIST 103","French Prairie Middle School",4186,1950,1989,87709,628359,-
2146,"7/1/2000","MARION","WOODBURN SCH DIST 103","French Prairie MS Portable #1",4186,1994,,1848,628359,-
2146,"7/1/2000","MARION","WOODBURN SCH DIST 103","French Prairie MS Portable #2",4186,1995,,1848,628359,-
2146,"7/1/2000","MARION","WOODBURN SCH DIST 103","Valor Middle School",4186,1997,,77000,628359,-
2146,"7/1/2000","MARION","WOODBURN SCH DIST 103","Valor Middle School Portable #1",4186,1998,,1848,628359,-
2146,"7/1/2000","MARION","WOODBURN SCH DIST 103","Valor Middle School Portable #2",4186,2000,,1848,628359,-
2146,"7/1/2000","MARION","WOODBURN SCH DIST 103","Woodburn High School",4186,1976,1998,196964,628359,-
2082,"7/1/2000","LANE","EUGENE SCH DIST 4J","WINSTON CHURCHILL HIGH SC PORTABLES",18433,1971,,7092,3076277,-
2082,"7/1/2000","LANE","EUGENE SCH DIST 4J","HENRY D SHELDON HIGH SCHO PORTABLES",18433,1997,,3124,3076277,-
2082,"7/1/2000","LANE","EUGENE SCH DIST 4J","SOUTH EUGENE HIGH SCHOOL PORTABLES",18433,1970,,2359,3076277,-
2082,"7/1/2000","LANE","EUGENE SCH DIST 4J","JOHN F KENNEDY MIDDLE SCH PORTABLES",18433,1970,,2756,3076277,-
2082,"7/1/2000","LANE","EUGENE SCH DIST 4J","JAMES MADISON MIDDLE SCH PORTABLES",18433,1970,,4098,3076277,-
2082,"7/1/2000","LANE","EUGENE SCH DIST 4J","JAMES MONROE MIDDLE SCHO PORTABLES",18433,1970,,4610,3076277,-
2082,"7/1/2000","LANE","EUGENE SCH DIST 4J","THEODORE ROOSEVELT MIDDLE PORTABLES",18433,1970,,1197,3076277,-
2082,"7/1/2000","LANE","EUGENE SCH DIST 4J","HOWARD ELEM SCHOOL PORTABLES",18433,1964,,2070,3076277,-
2082,"7/1/2000","LANE","EUGENE SCH DIST 4J","CORRIDOR ALTERNATIVE PORTABLES",18433,1973,,4628,3076277,-
2227,"7/1/2000","WASCO","THE DALLES SCH DIST 12","KIRK'S MARKET BUILDING",1990,1954,2001,12731,342885,-
2227,"7/1/2000","WASCO","THE DALLES SCH DIST 12","cOLONEL WRIGHT PORTABLE 1",1990,1997,,1700,342885,-
2227,"7/1/2000","WASCO","THE DALLES SCH DIST 12","DRY HOLLOW PORTABLE 1",1990,1997,,1700,342885,-
2227,"7/1/2000","WASCO","THE DALLES SCH DIST 12","DRY HOLLOW PORTABLE 2",1990,1997,,1700,342885,-
2227,"7/1/2000","WASCO","THE DALLES SCH DIST 12","WILSON SCHOOL PORTABLE 1",1990,1997,,1700,342885,-
2252,"7/1/2000","YAMHILL","AMITY SCH DIST 4J","Amity Middle School Camp Adair Classrooms",876,1947,1992,22250,161635,-
2024,"7/1/2000","HOOD RIVER","Hood River County SD","ADMINISTRATION/COMMUNITY ED/STUDENT SERVICES",3777,1915,1994,19304,693422,-
2024,"7/1/2000","HOOD RIVER","Hood River County SD","TRANSPORTATION DEPT/O'DELL WAREHOUSE",3777,1921,,27180,693422,-
2243,"7/1/2000","WASHINGTON","BEAVERTON SCH DIST 48J","FIFTH STREET-SOUTH",33600,2000,2000,25800,4265383,-
2243,"7/1/2000","WASHINGTON","BEAVERTON SCH DIST 48J","JACOB WISMER ELEMENTARY",33600,2001,,68495,4265383,-
2243,"7/1/2000","WASHINGTON","BEAVERTON SCH DIST 48J","JACOB WISMER ANNEX",33600,1999,,9000,4265383,-
1977,"7/1/2000","DESCHUTES","REDMOND SCH DIST 2J","EVERGREEN ELEMENTARY PORTABLE",5667,1999,,1792,744442,-
1977,"7/1/2000","DESCHUTES","REDMOND SCH DIST 2J","EDWIN BROWN HIGH SCHOOL PORTABLE",5667,1994,,896,744442,-
1977,"7/1/2000","DESCHUTES","REDMOND SCH DIST 2J","LYNCH ELEMENTARY PORTABLES",5667,1982,,3584,744442,-
1977,"7/1/2000","DESCHUTES","REDMOND SCH DIST 2J","TERREBONNE ELEMENTARY PORTABLES",5667,1983,,896,744442,-
1977,"7/1/2000","DESCHUTES","REDMOND SCH DIST 2J","TUMALO ELEMENTARY PORTABLES",5667,1983,,896,744442,-
1977,"7/1/2000","DESCHUTES","REDMOND SCH DIST 2J","OBSIDIAN MIDDLE SCHOOL PORTABLE",5667,1999,,1792,744442,-
1977,"7/1/2000","DESCHUTES","REDMOND SCH DIST 2J","OBSIDIAN MIDDLE SCHOOL PORTABLE",5667,2000,,1792,744442,-
1977,"7/1/2000","DESCHUTES","REDMOND SCH DIST 2J","REDMOND HIGH CAMPUS PORTABLE1",5667,1999,,1792,744442,-
1977,"7/1/2000","DESCHUTES","REDMOND SCH DIST 2J","REDMOND HIGH CAMPUS PORTABLE2",5667,2000,,1792,744442,-
1977,"7/1/2000","DESCHUTES","REDMOND SCH DIST 2J","REDMOND HIGH CAMPUS PORTABLE3",5667,2001,,1792,744442,-
2187,"7/1/2000","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","RON RUSSELL Building",8173,1982,,30000,999148,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Talmadge Middle School",2668,1965,2000,84090,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Talmadge Middle Portable 1",2668,1980,,896,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Talmadge Middle Portable 2",2668,1991,,896,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Talmadge Middle Portable 3",2668,1991,,896,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Talmadge Middle Portable 4",2668,1991,,1120,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Independence Elementary School",2668,1925,2000,40450,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Independence Elementary Portable 1",2668,1986,,960,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Independence Elementary Portable 2",2668,1986,,1736,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Independence Elementary Portable 3",2668,1997,,1064,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Henery Hill Elementary School",2668,1938,1995,37640,357749,-
2094,"7/1/2000","LANE","MARCOLA SCH DIST 79J","Marcola Elementary School",307,1967,,29421,70641,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Monmouth Elementary School",2668,1963,1999,36100,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Monmouth Elementary Portable 1",2668,1986,,825,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Monmouth Elementary Portable 2",2668,1986,,1200,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Monmouth Elementary Portable 3",2668,1986,,1200,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Oak Grove Elementary",2668,1950,,3232,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Oak Grove Portable 1",2668,1999,,1848,357749,-
2191,"7/1/2000","POLK","CENTRAL SCH DIST 13J","Eola School",2668,1861,,4896,357749,-
2183,"7/1/2000","MULTNOMAH","GRESHAM-BARLOW SCH DIST 10J","Fariss Alternative School",11385,1978,1997,4050,1565960,-
2183,"7/1/2000","MULTNOMAH","GRESHAM-BARLOW SCH DIST 10J","Clear Creek Middle School",11385,1993,1998,116668,1565960,-
2183,"7/1/2000","MULTNOMAH","GRESHAM-BARLOW SCH DIST 10J","Kelly Creek Elementary",11385,1993,1993,63000,1565960,-
2094,"7/1/2000","LANE","MARCOLA SCH DIST 79J","Mohawk High School",307,1967,1998,39834,70641,-
2094,"7/1/2000","LANE","MARCOLA SCH DIST 79J","Administration",307,1967,,1386,70641,-
2011,"7/1/2000","GRANT","DAYVILLE SCH DIST 16J","CINDER BLOCK/SPANISH ROOM",59,1968,,240,26953,-
1976,"7/1/2001","DESCHUTES","BEND/LAPINE ADMIN SCH DIST 1","SKY VIEW MIDDLE SCHOOL",13405,2000,,113000,1832693,-
2180,"7/1/2001","MULTNOMAH","Portland Sch Dist 1j","SACAJAWEA HEAD-START",52881,1952,1996,18751,9532988,-
2180,"7/1/2001","MULTNOMAH","Portland Sch Dist 1j","TUBMAN ANNEX",52881,1952,,2080,9532988,-
2180,"7/1/2001","MULTNOMAH","Portland Sch Dist 1j","WHITAKER LAKESIDE M.S.",52881,1953,,62325,9532988,-
2187,"7/1/2001","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","CHERRY PARK Elementary modular",8536,2000,,1920,1102554,-
2187,"7/1/2001","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","WAREHOUSE",8536,1998,,6405,1102554,-
2187,"7/1/2001","MULTNOMAH","DAVID DOUGLAS SCH DIST 40","WEST POWELLHURST Elementary modular",8536,1974,,1152,1102554,-
2212,"7/1/2001","UNION","LA GRANDE SCH DIST 1","CENTRAL ELEM MODULARS",2333,1990,1997,4480,411333,-
2212,"7/1/2001","UNION","LA GRANDE SCH DIST 1","GREENWOOD ELEM MODULAR",2333,1983,1997,1342,411333,-
2212,"7/1/2001","UNION","LA GRANDE SCH DIST 1","ISLAND CITY ELEM MODULARS",2333,1990,1997,1755,411333,-
2212,"7/1/2001","UNION","LA GRANDE SCH DIST 1","La Grande HS ALTERNT ED - MODLR",2333,1999,,2856,411333,-
2212,"7/1/2001","UNION","LA GRANDE SCH DIST 1","MAINTENANCE SHOP",2333,1912,,7992,411333,-
2101,"7/1/2001","LINN","Lebanon Community SD 9","Lebanon Middle School Portable 11",4457,1996,,1800,590918,-
2101,"7/1/2001","LINN","Lebanon Community SD 9","Lebanon Middle School Portable 12",4457,1996,,1800,590918,-
2101,"7/1/2001","LINN","Lebanon Community SD 9","Queen Anne Elementary Portable 1",4457,1996,,1800,590918,-
2101,"7/1/2001","LINN","Lebanon Community SD 9","Waterloo Elementary Portable 1",4457,1975,,1800,590918,-
1936,"7/1/2001","CLATSOP","Warrenton-Hammond SD 30","GRADE SCHOOL MODULAR",896,1989,,1792,146146,-
1936,"7/1/2001","CLATSOP","Warrenton-Hammond SD 30","BUS BARN",896,2000,,11440,146146,-
2242,"7/1/2001","WASHINGTON","Tigard-Tualatin SD 23J","HIBBARD CENTER - 2",11765,1975,2000,38696,1537629,-
2239,"7/1/2001","WASHINGTON","HILLSBORO SCH DIST 1J","ORENCO MODULAR",18519,2001,,800,2413799,-
2239,"7/1/2001","WASHINGTON","HILLSBORO SCH DIST 1J","ADMINISTRATION CENTER",18519,2001,,50000,2413799,-
1894,"7/1/2001","BAKER","Baker SD 5J","EARLY INTERVENTION MODULAR",2199,1995,,1440,416566,-
1928,"7/1/2001","CLACKAMAS","Oregon City SD 62","SAGE Alternative School/Nutritions Services",7488,1935,2001,3612,1088634,-
